Animal_Id,Animal_Type,Animal_Breed
A1136857,CAT,DOMESTIC SH
A1136858,DOG,LABRADOR RETR
A1136859,CAT,DOMESTIC SH
A1136859,CAT,DOMESTIC SH
A1136859,CAT,DOMESTIC SH
A1136860,CAT,DOMESTIC SH
A1136860,CAT,DOMESTIC SH
A1136860,CAT,DOMESTIC SH
A1136861,DOG,ANATOL SHEPHERD
A1136861,DOG,ANATOL SHEPHERD
A1136861,DOG,ANATOL SHEPHERD
A1136862,CAT,DOMESTIC SH
A1136863,DOG,PIT BULL
A1136864,DOG,LABRADOR RETR
A1136865,CAT,DOMESTIC SH
A1136867,DOG,AMERICAN STAFF
A1136869,CAT,DOMESTIC SH
A1136870,CAT,DOMESTIC SH
A1136871,DOG,GERM SHEPHERD
A1136871,DOG,GERM SHEPHERD
A1136872,DOG,GERM SHEPHERD
A1136873,DOG,LABRADOR RETR
A1136875,DOG,RAT TERRIER
A1136876,DOG,RAT TERRIER
A1136877,DOG,LABRADOR RETR
A1136878,DOG,CHIHUAHUA SH
A1136879,DOG,CATAHOULA
A1136881,DOG,CHIHUAHUA SH
A1136881,DOG,CHIHUAHUA SH
A1136881,DOG,CHIHUAHUA SH
A1136883,DOG,CHIHUAHUA SH
A1136884,DOG,CHIHUAHUA SH
A1136884,DOG,CHIHUAHUA SH
A1136885,DOG,PIT BULL
A1136887,DOG,ALASKAN HUSKY
A1136888,DOG,CHINESE SHARPEI
A1136889,DOG,PIT BULL
A1136890,DOG,GERM SHEPHERD
A1136893,DOG,GERM SHEPHERD
A1136894,DOG,PIT BULL
A1136895,DOG,GERM SHEPHERD
A1136895,DOG,GERM SHEPHERD
A1136895,DOG,GERM SHEPHERD
A1136896,DOG,BEAGLE
A1136896,DOG,BEAGLE
A1136896,DOG,BEAGLE
A1136896,DOG,BEAGLE
A1136897,DOG,BULLDOG
A1136897,DOG,BULLDOG
A1136897,DOG,BULLDOG
A1136898,DOG,GOLDEN RETR
A1136899,DOG,CHIHUAHUA SH
A1136900,CAT,DOMESTIC LH
A1136907,DOG,AUST CATTLE DOG
A1136908,DOG,ROTTWEILER
A1136909,DOG,ROTTWEILER
A1136910,DOG,AMER BULLDOG
A1136911,DOG,CHIHUAHUA SH
A1136913,WILDLIFE,OPOSSUM
A1136915,DOG,CHIHUAHUA SH
A1136916,DOG,WEIMARANER
A1136917,DOG,POMERANIAN
A1136918,DOG,GERM SHEPHERD
A1136919,DOG,CHIHUAHUA SH
A1136921,WILDLIFE,OPOSSUM
A1136922,WILDLIFE,OPOSSUM
A1136923,DOG,LABRADOR RETR
A1136926,DOG,GERM SHEPHERD
A1136927,DOG,GERM SHEPHERD
A1136928,DOG,LABRADOR RETR
A1136929,DOG,JACK RUSS TERR
A1136930,DOG,BOSTON TERRIER
A1136931,DOG,AM PIT BULL TER
A1136932,DOG,AUST CATTLE DOG
A1136933,CAT,DOMESTIC SH
A1136934,DOG,AUST CATTLE DOG
A1136935,DOG,PIT BULL
A1136936,DOG,PIT BULL
A1136937,DOG,PIT BULL
A1136938,DOG,LABRADOR RETR
A1136938,DOG,LABRADOR RETR
A1136938,DOG,LABRADOR RETR
A1136938,DOG,LABRADOR RETR
A1136938,DOG,LABRADOR RETR
A1136938,DOG,LABRADOR RETR
A1136938,DOG,LABRADOR RETR
A1136939,DOG,PIT BULL
A1136940,DOG,PIT BULL
A1136941,CAT,BOMBAY
A1136942,CAT,SIAMESE
A1136943,DOG,PIT BULL
A1136944,DOG,GERM SHEPHERD
A1136945,DOG,GERM SHEPHERD
A1136946,DOG,LABRADOR RETR
A1136947,CAT,DOMESTIC SH
A1136948,DOG,YORKSHIRE TERR
A1136948,DOG,YORKSHIRE TERR
A1136949,DOG,GERM SHEPHERD
A1136949,DOG,GERM SHEPHERD
A1136950,DOG,BORDER COLLIE
A1136951,DOG,AUST CATTLE DOG
A1136952,DOG,GERM SHEPHERD
A1136952,DOG,GERM SHEPHERD
A1136954,DOG,PIT BULL
A1136954,DOG,PIT BULL
A1136954,DOG,PIT BULL
A1136954,DOG,PIT BULL
A1136954,DOG,PIT BULL
A1136955,CAT,DOMESTIC SH
A1136956,DOG,GERM SHEPHERD
A1136957,DOG,BORDER TERRIER
A1136958,DOG,YORKSHIRE TERR
A1136960,DOG,GERM SHEPHERD
A1136962,DOG,PIT BULL
A1136963,DOG,PLOTT HOUND
A1136964,CAT,DOMESTIC SH
A1136965,CAT,SPHYNX
A1136967,DOG,SIBERIAN HUSKY
A1136968,DOG,SIBERIAN HUSKY
A1136969,DOG,BORDER TERRIER
A1136973,DOG,PIT BULL
A1136973,DOG,PIT BULL
A1136974,DOG,PIT BULL
A1136975,CAT,DOMESTIC SH
A1136975,CAT,DOMESTIC SH
A1136975,CAT,DOMESTIC SH
A1136975,CAT,DOMESTIC SH
A1136976,WILDLIFE,OPOSSUM
A1136977,DOG,CHIHUAHUA LH
A1136978,DOG,JACK RUSS TERR
A1136979,DOG,PIT BULL
A1136980,DOG,CHIHUAHUA SH
A1136983,CAT,DOMESTIC SH
A1136984,DOG,YORKSHIRE TERR
A1136985,DOG,BORDER COLLIE
A1136987,DOG,RAT TERRIER
A1136988,DOG,CHIHUAHUA SH
A1136989,DOG,AM PIT BULL TER
A1136990,DOG,GERM SHEPHERD
A1136991,DOG,JACK RUSS TERR
A1136992,DOG,JACK RUSS TERR
A1136993,DOG,DACHSHUND
A1136994,DOG,YORKSHIRE TERR
A1136997,DOG,CAIRN TERRIER
A1136998,DOG,AM PIT BULL TER
A1136999,DOG,AM PIT BULL TER
A1137002,DOG,CHIHUAHUA LH
A1137010,DOG,ROTTWEILER
A1137011,DOG,ROTTWEILER
A1137016,DOG,PAPILLON
A1137018,DOG,LABRADOR RETR
A1137019,DOG,CHIHUAHUA SH
A1137022,DOG,AUST SHEPHERD
A1137023,DOG,AUST SHEPHERD
A1137024,CAT,DOMESTIC SH
A1137025,CAT,DOMESTIC SH
A1137027,DOG,LABRADOR RETR
A1137030,DOG,LABRADOR RETR
A1137031,DOG,PIT BULL
A1137031,DOG,PIT BULL
A1137031,DOG,PIT BULL
A1137034,DOG,COLLIE ROUGH
A1137035,DOG,PIT BULL
A1137036,DOG,JACK RUSS TERR
A1137037,CAT,DOMESTIC SH
A1137038,DOG,LABRADOR RETR
A1137044,DOG,LABRADOR RETR
A1137045,DOG,PIT BULL
A1137046,CAT,DOMESTIC SH
A1137048,DOG,PIT BULL
A1137049,DOG,ROTTWEILER
A1137051,CAT,DOMESTIC SH
A1137051,CAT,DOMESTIC SH
A1137051,CAT,DOMESTIC SH
A1137052,DOG,PIT BULL
A1137053,CAT,DOMESTIC SH
A1137055,DOG,ROTTWEILER
A1137056,CAT,DOMESTIC SH
A1137056,CAT,DOMESTIC SH
A1137056,CAT,DOMESTIC SH
A1137056,CAT,DOMESTIC SH
A1137056,CAT,DOMESTIC SH
A1137056,CAT,DOMESTIC SH
A1137056,CAT,DOMESTIC SH
A1137057,CAT,DOMESTIC SH
A1137057,CAT,DOMESTIC SH
A1137057,CAT,DOMESTIC SH
A1137057,CAT,DOMESTIC SH
A1137057,CAT,DOMESTIC SH
A1137057,CAT,DOMESTIC SH
A1137057,CAT,DOMESTIC SH
A1137058,CAT,DOMESTIC SH
A1137059,DOG,SIBERIAN HUSKY
A1137059,DOG,SIBERIAN HUSKY
A1137060,DOG,AMER BULLDOG
A1137061,DOG,SIBERIAN HUSKY
A1137061,DOG,SIBERIAN HUSKY
A1137061,DOG,SIBERIAN HUSKY
A1137062,CAT,JAPAN BOBTAIL
A1137063,CAT,DOMESTIC SH
A1137064,DOG,LABRADOR RETR
A1137065,CAT,DOMESTIC SH
A1137065,CAT,DOMESTIC SH
A1137066,CAT,DOMESTIC SH
A1137066,CAT,DOMESTIC SH
A1137066,CAT,DOMESTIC SH
A1137067,CAT,DOMESTIC SH
A1137067,CAT,DOMESTIC SH
A1137067,CAT,DOMESTIC SH
A1137067,CAT,DOMESTIC SH
A1137070,DOG,GERM SHEPHERD
A1137071,DOG,GERM SHEPHERD
A1137076,DOG,CHIHUAHUA SH
A1137077,CAT,DOMESTIC SH
A1137077,CAT,DOMESTIC SH
A1137077,CAT,DOMESTIC SH
A1137078,DOG,GERM SHEPHERD
A1137081,DOG,PIT BULL
A1137082,DOG,ANATOL SHEPHERD
A1137083,DOG,PIT BULL
A1137084,DOG,SCHNAUZER MIN
A1137085,DOG,AUST SHEPHERD
A1137086,DOG,PUG
A1137092,DOG,MALTESE
A1137093,DOG,MALTESE
A1137094,DOG,GERM SHEPHERD
A1137095,DOG,LABRADOR RETR
A1137100,WILDLIFE,RABBIT LH
A1137102,WILDLIFE,RABBIT SH
A1137104,CAT,DOMESTIC SH
A1137104,CAT,DOMESTIC SH
A1137105,CAT,DOMESTIC SH
A1137105,CAT,DOMESTIC SH
A1137105,CAT,DOMESTIC SH
A1137106,DOG,CAIRN TERRIER
A1137107,CAT,DOMESTIC SH
A1137107,CAT,DOMESTIC SH
A1137107,CAT,DOMESTIC SH
A1137108,CAT,DOMESTIC SH
A1137108,CAT,DOMESTIC SH
A1137108,CAT,DOMESTIC SH
A1137109,CAT,DOMESTIC SH
A1137109,CAT,DOMESTIC SH
A1137110,CAT,DOMESTIC SH
A1137110,CAT,DOMESTIC SH
A1137113,CAT,DOMESTIC SH
A1137114,CAT,DOMESTIC SH
A1137114,CAT,DOMESTIC SH
A1137115,CAT,DOMESTIC SH
A1137115,CAT,DOMESTIC SH
A1137116,DOG,PIT BULL
A1137117,DOG,GERM SHEPHERD
A1137117,DOG,GERM SHEPHERD
A1137119,DOG,POMERANIAN
A1137120,DOG,LABRADOR RETR
A1137122,DOG,LABRADOR RETR
A1137126,DOG,LABRADOR RETR
A1137127,DOG,PIT BULL
A1137128,DOG,PIT BULL
A1137128,DOG,PIT BULL
A1137129,CAT,DOMESTIC SH
A1137130,DOG,CHIHUAHUA SH
A1137131,CAT,DOMESTIC SH
A1137132,CAT,DOMESTIC SH
A1137133,CAT,DOMESTIC SH
A1137134,CAT,DOMESTIC SH
A1137134,CAT,DOMESTIC SH
A1137135,DOG,AM PIT BULL TER
A1137139,DOG,LABRADOR RETR
A1137140,DOG,SHIH TZU
A1137141,DOG,AM PIT BULL TER
A1137144,DOG,CHIHUAHUA SH
A1137145,DOG,CHIHUAHUA SH
A1137146,DOG,CHIHUAHUA SH
A1137148,DOG,PIT BULL
A1137149,DOG,PIT BULL
A1137150,DOG,PIT BULL
A1137151,DOG,GERM SHEPHERD
A1137153,DOG,PUG
A1137156,DOG,AM PIT BULL TER
A1137157,DOG,BORDER COLLIE
A1137158,DOG,GREAT DANE
A1137159,DOG,LABRADOR RETR
A1137160,DOG,POMERANIAN
A1137161,DOG,AIREDALE TERR
A1137162,DOG,SHIH TZU
A1137164,DOG,CHIHUAHUA SH
A1137165,DOG,SIBERIAN HUSKY
A1137166,DOG,PIT BULL
A1137167,CAT,DOMESTIC SH
A1137168,DOG,GERM SHEPHERD
A1137169,DOG,SHIH TZU
A1137177,DOG,CHIHUAHUA LH
A1137178,DOG,CHIHUAHUA LH
A1137179,DOG,AMER BULLDOG
A1137180,CAT,DOMESTIC SH
A1137182,CAT,DOMESTIC SH
A1137183,CAT,PERSIAN
A1137184,DOG,PIT BULL
A1137185,DOG,PIT BULL
A1137187,DOG,PIT BULL
A1137188,DOG,LABRADOR RETR
A1137189,DOG,CHIHUAHUA SH
A1137190,DOG,PIT BULL
A1137191,DOG,PIT BULL
A1137192,CAT,DOMESTIC SH
A1137193,DOG,AUST SHEPHERD
A1137194,DOG,LABRADOR RETR
A1137194,DOG,LABRADOR RETR
A1137195,DOG,MIXED BREED
A1137195,DOG,MIXED BREED
A1137195,DOG,MIXED BREED
A1137195,DOG,MIXED BREED
A1137196,DOG,LABRADOR RETR
A1137197,DOG,LABRADOR RETR
A1137197,DOG,LABRADOR RETR
A1137198,DOG,LABRADOR RETR
A1137199,DOG,RAT TERRIER
A1137200,DOG,CHIHUAHUA SH
A1137200,DOG,CHIHUAHUA SH
A1137200,DOG,CHIHUAHUA SH
A1137200,DOG,CHIHUAHUA SH
A1137201,DOG,LABRADOR RETR
A1137204,DOG,PIT BULL
A1137205,DOG,PIT BULL
A1137206,DOG,PIT BULL
A1137207,DOG,PIT BULL
A1137208,CAT,AMER SH
A1137209,DOG,PIT BULL
A1137210,CAT,DOMESTIC SH
A1137211,CAT,DOMESTIC SH
A1137212,CAT,DOMESTIC SH
A1137214,DOG,CHIHUAHUA LH
A1137215,DOG,LABRADOR RETR
A1137216,CAT,DOMESTIC LH
A1137217,DOG,LABRADOR RETR
A1137217,DOG,LABRADOR RETR
A1137218,DOG,BEAGLE
A1137219,DOG,PIT BULL
A1137219,DOG,PIT BULL
A1137220,DOG,PIT BULL
A1137221,DOG,GERM SHEPHERD
A1137222,DOG,YORKSHIRE TERR
A1137223,DOG,CHIHUAHUA LH
A1137224,DOG,PIT BULL
A1137226,DOG,PIT BULL
A1137227,DOG,PIT BULL
A1137227,DOG,PIT BULL
A1137227,DOG,PIT BULL
A1137228,DOG,PIT BULL
A1137228,DOG,PIT BULL
A1137229,DOG,LABRADOR RETR
A1137231,DOG,POMERANIAN
A1137232,DOG,BORDER COLLIE
A1137234,DOG,AM PIT BULL TER
A1137235,DOG,AUST CATTLE DOG
A1137236,CAT,DOMESTIC SH
A1137237,DOG,LABRADOR RETR
A1137238,WILDLIFE,RACCOON
A1137239,DOG,AUST SHEPHERD
A1137243,DOG,SHIBA INU
A1137244,DOG,YORKSHIRE TERR
A1137245,DOG,SHIH TZU
A1137246,DOG,GREAT PYRENEES
A1137247,DOG,BLOODHOUND
A1137248,DOG,ALASKAN HUSKY
A1137249,DOG,GERM SHEPHERD
A1137250,DOG,PIT BULL
A1137252,DOG,CHIHUAHUA SH
A1137253,DOG,PIT BULL
A1137255,DOG,SHIH TZU
A1137255,DOG,SHIH TZU
A1137255,DOG,SHIH TZU
A1137255,DOG,SHIH TZU
A1137255,DOG,SHIH TZU
A1137256,DOG,YORKSHIRE TERR
A1137257,DOG,BLOODHOUND
A1137258,DOG,CHIHUAHUA LH
A1137259,DOG,CHOW CHOW
A1137260,DOG,IRISH SETTER
A1137261,DOG,GREAT DANE
A1137261,DOG,GREAT DANE
A1137261,DOG,GREAT DANE
A1137261,DOG,GREAT DANE
A1137262,DOG,PIT BULL
A1137263,DOG,AUST SHEPHERD
A1137264,DOG,ROTTWEILER
A1137264,DOG,ROTTWEILER
A1137264,DOG,ROTTWEILER
A1137265,DOG,GERM SHEPHERD
A1137266,DOG,PIT BULL
A1137268,DOG,LABRADOR RETR
A1137270,DOG,LABRADOR RETR
A1137271,DOG,CHIHUAHUA SH
A1137272,DOG,BLOODHOUND
A1137273,DOG,SHIH TZU
A1137274,DOG,WHIPPET
A1137275,DOG,GERM SHEPHERD
A1137276,DOG,SIBERIAN HUSKY
A1137277,DOG,CHIHUAHUA LH
A1137278,DOG,BEAGLE
A1137279,DOG,LABRADOR RETR
A1137280,CAT,DOMESTIC SH
A1137280,CAT,DOMESTIC SH
A1137281,CAT,DOMESTIC SH
A1137282,CAT,DOMESTIC SH
A1137282,CAT,DOMESTIC SH
A1137283,CAT,DOMESTIC MH
A1137283,CAT,DOMESTIC MH
A1137284,DOG,AM PIT BULL TER
A1137285,DOG,CHOW CHOW
A1137286,DOG,AKITA
A1137289,DOG,CHIHUAHUA SH
A1137290,DOG,CATAHOULA
A1137291,WILDLIFE,OPOSSUM
A1137292,DOG,AM PIT BULL TER
A1137293,DOG,SIBERIAN HUSKY
A1137294,DOG,BELG MALINOIS
A1137295,CAT,DOMESTIC SH
A1137296,DOG,POODLE MIN
A1137297,DOG,COCKER SPAN
A1137298,DOG,POMERANIAN
A1137299,DOG,GERM SHEPHERD
A1137300,DOG,PIT BULL
A1137301,DOG,CHIHUAHUA LH
A1137302,DOG,MIN PINSCHER
A1137303,DOG,CATAHOULA
A1137304,DOG,CATAHOULA
A1137305,DOG,YORKSHIRE TERR
A1137306,DOG,GERM SHEPHERD
A1137307,DOG,DUTCH SHEPHERD
A1137308,DOG,ST BERNARD SMTH
A1137309,DOG,AMERICAN STAFF
A1137310,DOG,ANATOL SHEPHERD
A1137311,DOG,POMERANIAN
A1137312,DOG,AM PIT BULL TER
A1137313,DOG,ALASK KLEE KAI
A1137314,DOG,CHOW CHOW
A1137315,DOG,POODLE STND
A1137316,DOG,SHIH TZU
A1137317,DOG,LABRADOR RETR
A1137318,CAT,DOMESTIC SH
A1137319,CAT,DOMESTIC SH
A1137320,DOG,PIT BULL
A1137321,DOG,LABRADOR RETR
A1137322,DOG,PIT BULL
A1137323,WILDLIFE,BAT
A1137325,DOG,GERM SHEPHERD
A1137326,DOG,PIT BULL
A1137327,DOG,CHOW CHOW
A1137328,DOG,GERM SHEPHERD
A1137329,DOG,SIBERIAN HUSKY
A1137330,DOG,DACHSHUND
A1137333,DOG,ROTTWEILER
A1137334,DOG,ALASKAN HUSKY
A1137335,DOG,PIT BULL
A1137335,DOG,PIT BULL
A1137335,DOG,PIT BULL
A1137335,DOG,PIT BULL
A1137335,DOG,PIT BULL
A1137336,DOG,LABRADOR RETR
A1137337,DOG,AUST CATTLE DOG
A1137337,DOG,AUST CATTLE DOG
A1137338,DOG,AM PIT BULL TER
A1137339,DOG,POODLE STND
A1137340,DOG,LABRADOR RETR
A1137342,DOG,PIT BULL
A1137345,DOG,SHIH TZU
A1137346,DOG,LABRADOR RETR
A1137348,DOG,SHIH TZU
A1137349,WILDLIFE,RABBIT SH
A1137350,WILDLIFE,RABBIT SH
A1137351,WILDLIFE,RABBIT SH
A1137352,DOG,CHIHUAHUA SH
A1137355,DOG,PIT BULL
A1137356,DOG,ST BERNARD SMTH
A1137357,DOG,CHIHUAHUA SH
A1137359,WILDLIFE,GUINEA PIG
A1137360,WILDLIFE,GUINEA PIG
A1137361,WILDLIFE,GUINEA PIG
A1137362,WILDLIFE,GUINEA PIG
A1137363,WILDLIFE,GUINEA PIG
A1137364,WILDLIFE,GUINEA PIG
A1137365,WILDLIFE,GUINEA PIG
A1137366,WILDLIFE,GUINEA PIG
A1137368,CAT,DOMESTIC SH
A1137369,DOG,LABRADOR RETR
A1137370,DOG,POODLE MIN
A1137371,DOG,PIT BULL
A1137373,DOG,AM PIT BULL TER
A1137374,DOG,BOXER
A1137375,DOG,DACHSHUND
A1137377,DOG,LHASA APSO
A1137380,DOG,PIT BULL
A1137381,DOG,SHIH TZU
A1137384,DOG,CHIHUAHUA SH
A1137385,DOG,PIT BULL
A1137387,DOG,AUST SHEPHERD
A1137392,DOG,SHIH TZU
A1137392,DOG,SHIH TZU
A1137393,DOG,CHIHUAHUA LH
A1137393,DOG,CHIHUAHUA LH
A1137394,CAT,DOMESTIC SH
A1137395,DOG,PIT BULL
A1137396,DOG,GERM SHEPHERD
A1137397,DOG,GERM SHEPHERD
A1137398,DOG,CHIHUAHUA SH
A1137398,DOG,CHIHUAHUA SH
A1137398,DOG,CHIHUAHUA SH
A1137398,DOG,CHIHUAHUA SH
A1137399,DOG,YORKSHIRE TERR
A1137401,DOG,PIT BULL
A1137404,CAT,DOMESTIC SH
A1137406,DOG,SCHNAUZER STAND
A1137407,DOG,CHIHUAHUA SH
A1137408,DOG,DACHSHUND
A1137409,DOG,DALMATIAN
A1137410,DOG,ALASKAN HUSKY
A1137411,DOG,PIT BULL
A1137411,DOG,PIT BULL
A1137412,DOG,COCKER SPAN
A1137413,DOG,POODLE MIN
A1137415,DOG,PIT BULL
A1137416,DOG,GREAT DANE
A1137417,DOG,DACHSHUND
A1137418,DOG,GREAT PYRENEES
A1137419,DOG,GERM SHEPHERD
A1137420,DOG,PIT BULL
A1137420,DOG,PIT BULL
A1137420,DOG,PIT BULL
A1137420,DOG,PIT BULL
A1137420,DOG,PIT BULL
A1137420,DOG,PIT BULL
A1137422,DOG,LABRADOR RETR
A1137423,DOG,BICHON FRISE
A1137424,DOG,ALASKAN HUSKY
A1137425,DOG,MALTESE
A1137430,DOG,CHIHUAHUA SH
A1137431,DOG,CHIHUAHUA SH
A1137432,DOG,POMERANIAN
A1137433,DOG,POODLE MIN
A1137435,DOG,PIT BULL
A1137435,DOG,PIT BULL
A1137435,DOG,PIT BULL
A1137436,DOG,PIT BULL
A1137437,DOG,GERM SHEPHERD
A1137442,DOG,CHIHUAHUA SH
A1137443,DOG,CANE CORSO
A1137447,DOG,BULL TERRIER
A1137448,DOG,PIT BULL
A1137452,DOG,CHIHUAHUA SH
A1137453,CAT,DOMESTIC SH
A1137454,DOG,PIT BULL
A1137456,DOG,GREAT PYRENEES
A1137457,CAT,DOMESTIC MH
A1137458,DOG,GERM SHEPHERD
A1137460,DOG,PIT BULL
A1137461,DOG,PIT BULL
A1137461,DOG,PIT BULL
A1137461,DOG,PIT BULL
A1137462,DOG,SIBERIAN HUSKY
A1137462,DOG,SIBERIAN HUSKY
A1137462,DOG,SIBERIAN HUSKY
A1137463,DOG,SIBERIAN HUSKY
A1137463,DOG,SIBERIAN HUSKY
A1137464,DOG,SIBERIAN HUSKY
A1137464,DOG,SIBERIAN HUSKY
A1137464,DOG,SIBERIAN HUSKY
A1137465,DOG,SIBERIAN HUSKY
A1137465,DOG,SIBERIAN HUSKY
A1137465,DOG,SIBERIAN HUSKY
A1137466,DOG,GREAT PYRENEES
A1137467,DOG,AM PIT BULL TER
A1137468,CAT,DOMESTIC MH
A1137469,DOG,BULL TERR MIN
A1137470,DOG,GREAT PYRENEES
A1137471,DOG,AM PIT BULL TER
A1137472,CAT,DOMESTIC MH
A1137473,CAT,DOMESTIC SH
A1137473,CAT,DOMESTIC SH
A1137473,CAT,DOMESTIC SH
A1137473,CAT,DOMESTIC SH
A1137474,CAT,DOMESTIC SH
A1137475,DOG,HAVANESE
A1137476,DOG,LHASA APSO
A1137477,DOG,CHIHUAHUA SH
A1137477,DOG,CHIHUAHUA SH
A1137477,DOG,CHIHUAHUA SH
A1137477,DOG,CHIHUAHUA SH
A1137478,DOG,SIBERIAN HUSKY
A1137479,DOG,AMER BULLDOG
A1137480,CAT,DOMESTIC SH
A1137483,DOG,GREAT PYRENEES
A1137483,DOG,GREAT PYRENEES
A1137483,DOG,GREAT PYRENEES
A1137483,DOG,GREAT PYRENEES
A1137483,DOG,GREAT PYRENEES
A1137484,DOG,LABRADOR RETR
A1137485,DOG,YORKSHIRE TERR
A1137486,DOG,GERM SHEPHERD
A1137488,DOG,GERM SHEPHERD
A1137488,DOG,GERM SHEPHERD
A1137489,DOG,GERM SHEPHERD
A1137489,DOG,GERM SHEPHERD
A1137491,DOG,MIN PINSCHER
A1137493,DOG,CANE CORSO
A1137493,DOG,CANE CORSO
A1137494,DOG,PIT BULL
A1137495,DOG,GERM SHEPHERD
A1137496,DOG,POODLE MIN
A1137497,DOG,POODLE MIN
A1137498,DOG,BELG MALINOIS
A1137500,DOG,AUST CATTLE DOG
A1137504,DOG,CHIHUAHUA SH
A1137505,DOG,ALASKAN HUSKY
A1137506,DOG,LABRADOR RETR
A1137506,DOG,LABRADOR RETR
A1137506,DOG,LABRADOR RETR
A1137507,DOG,LABRADOR RETR
A1137512,DOG,AUST CATTLE DOG
A1137516,DOG,COCKER SPAN
A1137517,DOG,BLACK MOUTH CUR
A1137520,DOG,COCKER SPAN
A1137521,DOG,GERM SHEPHERD
A1137522,DOG,GERM SHEPHERD
A1137524,DOG,COCKER SPAN
A1137525,DOG,GERM SHEPHERD
A1137526,DOG,GERM SHEPHERD
A1137527,DOG,PIT BULL
A1137528,DOG,SCHNAUZER STAND
A1137529,CAT,DOMESTIC SH
A1137530,CAT,DOMESTIC SH
A1137531,DOG,CHIHUAHUA LH
A1137536,DOG,PIT BULL
A1137539,DOG,POMERANIAN
A1137542,DOG,YORKSHIRE TERR
A1137543,CAT,AMER SH
A1137543,CAT,AMER SH
A1137545,DOG,ALASKAN HUSKY
A1137550,DOG,PUG
A1137551,DOG,GOLDEN RETR
A1137553,DOG,LABRADOR RETR
A1137558,DOG,BOXER
A1137560,CAT,DOMESTIC SH
A1137561,DOG,LABRADOR RETR
A1137563,DOG,PUG
A1137564,DOG,CHINESE SHARPEI
A1137565,DOG,CAIRN TERRIER
A1137566,DOG,GREAT PYRENEES
A1137567,DOG,PIT BULL
A1137567,DOG,PIT BULL
A1137568,DOG,LABRADOR RETR
A1137568,DOG,LABRADOR RETR
A1137569,DOG,SCHNAUZER STAND
A1137570,DOG,GERM SHEPHERD
A1137570,DOG,GERM SHEPHERD
A1137571,DOG,MIXED BREED
A1137571,DOG,MIXED BREED
A1137573,DOG,PIT BULL
A1137574,DOG,CHIHUAHUA SH
A1137574,DOG,CHIHUAHUA SH
A1137574,DOG,CHIHUAHUA SH
A1137574,DOG,CHIHUAHUA SH
A1137576,DOG,GERM SHEPHERD
A1137577,DOG,GREAT PYRENEES
A1137578,DOG,AMER FOXHOUND
A1137578,DOG,AMER FOXHOUND
A1137578,DOG,AMER FOXHOUND
A1137578,DOG,AMER FOXHOUND
A1137579,DOG,ALASKAN HUSKY
A1137582,DOG,PIT BULL
A1137583,DOG,CHIHUAHUA SH
A1137584,CAT,DOMESTIC SH
A1137587,DOG,CHIHUAHUA SH
A1137588,DOG,LABRADOR RETR
A1137589,DOG,ALASKAN HUSKY
A1137590,DOG,POODLE MIN
A1137591,DOG,POODLE MIN
A1137594,DOG,ALASKAN HUSKY
A1137595,DOG,LABRADOR RETR
A1137596,DOG,CHIHUAHUA SH
A1137597,DOG,AUST SHEPHERD
A1137598,DOG,AUST SHEPHERD
A1137599,CAT,DOMESTIC SH
A1137600,CAT,DOMESTIC SH
A1137601,DOG,PIT BULL
A1137629,DOG,PIT BULL
A1137633,DOG,SCHNAUZER STAND
A1137634,DOG,GERM SHEPHERD
A1137639,DOG,BLACK/TAN HOUND
A1137653,DOG,PIT BULL
A1137657,DOG,ALASK MALAMUTE
A1137658,DOG,ALASK MALAMUTE
A1137660,DOG,POODLE MIN
A1137660,DOG,POODLE MIN
A1137660,DOG,POODLE MIN
A1137661,CAT,DOMESTIC MH
A1137662,DOG,GERM SHEPHERD
A1137667,DOG,CHIHUAHUA SH
A1137668,CAT,DOMESTIC MH
A1137669,DOG,MALTESE
A1137673,DOG,CHINESE SHARPEI
A1137674,DOG,AMERICAN STAFF
A1137674,DOG,AMERICAN STAFF
A1137676,DOG,PIT BULL
A1137679,DOG,SHIH TZU
A1137680,DOG,PIT BULL
A1137681,DOG,GERM SHEPHERD
A1137686,DOG,CANE CORSO
A1137687,CAT,DOMESTIC SH
A1137688,DOG,AUST CATTLE DOG
A1137689,DOG,ALASK MALAMUTE
A1137689,DOG,ALASK MALAMUTE
A1137689,DOG,ALASK MALAMUTE
A1137690,DOG,GERM SHEPHERD
A1137690,DOG,GERM SHEPHERD
A1137690,DOG,GERM SHEPHERD
A1137691,DOG,PIT BULL
A1137693,DOG,CAIRN TERRIER
A1137696,DOG,PIT BULL
A1137697,DOG,PIT BULL
A1137702,DOG,LABRADOR RETR
A1137702,DOG,LABRADOR RETR
A1137703,DOG,LABRADOR RETR
A1137704,DOG,LABRADOR RETR
A1137705,DOG,LABRADOR RETR
A1137705,DOG,LABRADOR RETR
A1137706,DOG,LABRADOR RETR
A1137708,DOG,LABRADOR RETR
A1137709,DOG,POMERANIAN
A1137711,DOG,BOXER
A1137712,DOG,PIT BULL
A1137713,DOG,BOXER
A1137717,DOG,ALASK MALAMUTE
A1137718,DOG,YORKSHIRE TERR
A1137719,DOG,ROTTWEILER
A1137720,DOG,ROTTWEILER
A1137721,DOG,ROTTWEILER
A1137730,DOG,CHIHUAHUA SH
A1137735,DOG,GERM SHEPHERD
A1137735,DOG,GERM SHEPHERD
A1137735,DOG,GERM SHEPHERD
A1137738,DOG,PIT BULL
