Animal_Id,Animal_Type,Animal_Breed
A1149334,CAT,DOMESTIC MH
A1149335,DOG,BOXER
A1149336,CAT,DOMESTIC MH
A1149337,CAT,DOMESTIC SH
A1149338,CAT,DOMESTIC SH
A1149339,DOG,LABRADOR RETR
A1149340,DOG,BLACK MOUTH CUR
A1149341,DOG,LABRADOR RETR
A1149342,BIRD,OTHER BIRD
A1149343,CAT,DOMESTIC SH
A1149344,DOG,ALASKAN HUSKY
A1149344,DOG,ALASKAN HUSKY
A1149345,CAT,DOMESTIC MH
A1149346,CAT,DOMESTIC MH
A1149347,DOG,SHIH TZU
A1149349,CAT,DOMESTIC SH
A1149353,DOG,LABRADOR RETR
A1149354,DOG,BLACK MOUTH CUR
A1149357,DOG,GERM SHEPHERD
A1149358,DOG,PIT BULL
A1149359,CAT,DOMESTIC SH
A1149360,DOG,PIT BULL
A1149360,DOG,PIT BULL
A1149360,DOG,PIT BULL
A1149361,CAT,DOMESTIC SH
A1149362,DOG,AUST CATTLE DOG
A1149363,DOG,GERM SHEPHERD
A1149363,DOG,GERM SHEPHERD
A1149364,DOG,PIT BULL
A1149365,CAT,DOMESTIC SH
A1149366,DOG,LABRADOR RETR
A1149367,DOG,LABRADOR RETR
A1149368,DOG,LABRADOR RETR
A1149369,DOG,CHIHUAHUA SH
A1149371,DOG,AM PIT BULL TER
A1149372,CAT,DOMESTIC SH
A1149373,CAT,DOMESTIC SH
A1149373,CAT,DOMESTIC SH
A1149374,CAT,DOMESTIC SH
A1149375,CAT,DOMESTIC SH
A1149375,CAT,DOMESTIC SH
A1149376,CAT,DOMESTIC SH
A1149377,CAT,DOMESTIC SH
A1149378,CAT,DOMESTIC SH
A1149379,DOG,MIN PINSCHER
A1149380,DOG,BORDER COLLIE
A1149381,CAT,DOMESTIC SH
A1149382,DOG,GREAT PYRENEES
A1149383,DOG,WELSH CORGI CAR
A1149384,DOG,CHIHUAHUA SH
A1149385,CAT,DOMESTIC SH
A1149385,CAT,DOMESTIC SH
A1149386,DOG,PIT BULL
A1149386,DOG,PIT BULL
A1149390,DOG,BOXER
A1149392,BIRD,CHICKEN
A1149393,BIRD,CHICKEN
A1149394,BIRD,CHICKEN
A1149395,BIRD,CHICKEN
A1149396,BIRD,CHICKEN
A1149397,BIRD,CHICKEN
A1149398,BIRD,CHICKEN
A1149399,BIRD,CHICKEN
A1149400,BIRD,CHICKEN
A1149401,BIRD,CHICKEN
A1149402,BIRD,CHICKEN
A1149403,BIRD,CHICKEN
A1149404,BIRD,CHICKEN
A1149405,BIRD,CHICKEN
A1149406,BIRD,CHICKEN
A1149407,BIRD,CHICKEN
A1149408,BIRD,CHICKEN
A1149409,BIRD,CHICKEN
A1149410,BIRD,CHICKEN
A1149411,BIRD,CHICKEN
A1149412,BIRD,CHICKEN
A1149413,BIRD,CHICKEN
A1149414,BIRD,CHICKEN
A1149415,BIRD,CHICKEN
A1149416,BIRD,CHICKEN
A1149417,BIRD,CHICKEN
A1149418,BIRD,CHICKEN
A1149419,BIRD,CHICKEN
A1149420,BIRD,CHICKEN
A1149421,BIRD,CHICKEN
A1149422,BIRD,CHICKEN
A1149423,BIRD,CHICKEN
A1149424,BIRD,CHICKEN
A1149425,BIRD,CHICKEN
A1149427,BIRD,CHICKEN
A1149428,BIRD,CHICKEN
A1149429,BIRD,CHICKEN
A1149430,BIRD,CHICKEN
A1149431,BIRD,CHICKEN
A1149432,BIRD,CHICKEN
A1149433,BIRD,CHICKEN
A1149434,BIRD,CHICKEN
A1149435,DOG,RAT TERRIER
A1149436,BIRD,CHICKEN
A1149437,CAT,DOMESTIC SH
A1149438,CAT,DOMESTIC SH
A1149439,CAT,DOMESTIC SH
A1149440,DOG,GERM SHEPHERD
A1149440,DOG,GERM SHEPHERD
A1149441,DOG,LABRADOR RETR
A1149441,DOG,LABRADOR RETR
A1149443,DOG,PIT BULL
A1149444,DOG,AM PIT BULL TER
A1149445,DOG,GERM SHEPHERD
A1149446,DOG,GERM SHEPHERD
A1149447,DOG,PIT BULL
A1149448,DOG,GOLDEN RETR
A1149449,CAT,DOMESTIC SH
A1149450,DOG,PEKINGESE
A1149451,BIRD,OTHER BIRD
A1149452,DOG,GERM SHEPHERD
A1149453,DOG,PIT BULL
A1149455,BIRD,CHICKEN
A1149456,CAT,MAINE COON
A1149457,DOG,PIT BULL
A1149458,DOG,PIT BULL
A1149460,DOG,PIT BULL
A1149461,DOG,MIXED BREED
A1149461,DOG,MIXED BREED
A1149461,DOG,MIXED BREED
A1149464,DOG,DUTCH SHEPHERD
A1149464,DOG,DUTCH SHEPHERD
A1149465,CAT,DOMESTIC SH
A1149465,CAT,DOMESTIC SH
A1149467,DOG,LABRADOR RETR
A1149469,DOG,CHIHUAHUA LH
A1149470,DOG,CHIHUAHUA SH
A1149472,BIRD,OTHER BIRD
A1149473,CAT,DOMESTIC SH
A1149473,CAT,DOMESTIC SH
A1149474,CAT,SCOTTISH FOLD
A1149474,CAT,SCOTTISH FOLD
A1149475,CAT,DOMESTIC SH
A1149477,DOG,DACHSHUND
A1149477,DOG,DACHSHUND
A1149478,DOG,LABRADOR RETR
A1149479,DOG,GERM SHEPHERD
A1149480,DOG,GERM SHEPHERD
A1149481,DOG,GERM SHEPHERD
A1149482,DOG,GERM SHEPHERD
A1149483,DOG,GERM SHEPHERD
A1149483,DOG,GERM SHEPHERD
A1149484,DOG,BORDER COLLIE
A1149485,DOG,LHASA APSO
A1149486,BIRD,BLUEBIRD
A1149487,DOG,SIBERIAN HUSKY
A1149488,DOG,BERNESE HOUND
A1149489,CAT,DOMESTIC SH
A1149489,CAT,DOMESTIC SH
A1149492,DOG,PARSON RUSS TER
A1149494,WILDLIFE,GUINEA PIG
A1149496,DOG,CANE CORSO
A1149497,CAT,DOMESTIC SH
A1149498,CAT,DOMESTIC SH
A1149499,CAT,DOMESTIC SH
A1149499,CAT,DOMESTIC SH
A1149500,DOG,AM PIT BULL TER
A1149501,DOG,AUST SHEPHERD
A1149502,DOG,LABRADOR RETR
A1149503,CAT,RUSSIAN BLUE
A1149504,CAT,DOMESTIC SH
A1149504,CAT,DOMESTIC SH
A1149504,CAT,DOMESTIC SH
A1149505,CAT,DOMESTIC SH
A1149505,CAT,DOMESTIC SH
A1149505,CAT,DOMESTIC SH
A1149505,CAT,DOMESTIC SH
A1149506,DOG,CANE CORSO
A1149507,DOG,AUST CATTLE DOG
A1149508,WILDLIFE,RABBIT SH
A1149509,DOG,AUST CATTLE DOG
A1149510,BIRD,DUCK
A1149511,DOG,BLACK MOUTH CUR
A1149512,DOG,POODLE MIN
A1149513,CAT,EGYPTIAN MAU
A1149514,CAT,AMER SH
A1149515,DOG,GERM SHEPHERD
A1149516,DOG,POODLE MIN
A1149517,DOG,CHIHUAHUA SH
A1149518,CAT,DOMESTIC MH
A1149520,DOG,GERM SHEPHERD
A1149522,DOG,GREAT PYRENEES
A1149524,DOG,SHIH TZU
A1149525,DOG,SIBERIAN HUSKY
A1149525,DOG,SIBERIAN HUSKY
A1149526,DOG,LABRADOR RETR
A1149527,DOG,PIT BULL
A1149528,DOG,CHIHUAHUA SH
A1149529,CAT,DOMESTIC SH
A1149530,DOG,PIT BULL
A1149531,DOG,DACHSHUND
A1149532,CAT,DOMESTIC SH
A1149535,DOG,ENG POINTER
A1149536,DOG,AM PIT BULL TER
A1149537,DOG,GERM SHEPHERD
A1149538,DOG,BEAGLE
A1149539,DOG,PIT BULL
A1149540,DOG,MIXED BREED
A1149540,DOG,MIXED BREED
A1149540,DOG,MIXED BREED
A1149541,DOG,PIT BULL
A1149542,CAT,DOMESTIC SH
A1149543,CAT,DOMESTIC SH
A1149545,DOG,MALTESE
A1149546,DOG,GOLDEN RETR
A1149547,DOG,PIT BULL
A1149548,DOG,AUST CATTLE DOG
A1149549,DOG,CHIHUAHUA SH
A1149550,DOG,CHIHUAHUA SH
A1149552,DOG,LABRADOR RETR
A1149552,DOG,LABRADOR RETR
A1149556,BIRD,BLUEBIRD
A1149557,DOG,PIT BULL
A1149559,BIRD,DOVE
A1149560,DOG,SIBERIAN HUSKY
A1149560,DOG,SIBERIAN HUSKY
A1149560,DOG,SIBERIAN HUSKY
A1149560,DOG,SIBERIAN HUSKY
A1149561,BIRD,DOVE
A1149562,CAT,DOMESTIC SH
A1149563,DOG,COCKER SPAN
A1149564,DOG,AM PIT BULL TER
A1149565,DOG,PIT BULL
A1149565,DOG,PIT BULL
A1149566,CAT,DOMESTIC SH
A1149567,DOG,CHIHUAHUA LH
A1149568,DOG,BORDER COLLIE
A1149569,DOG,PIT BULL
A1149570,CAT,DOMESTIC SH
A1149571,CAT,DOMESTIC MH
A1149572,DOG,CHIHUAHUA LH
A1149573,DOG,YORKSHIRE TERR
A1149574,DOG,LABRADOR RETR
A1149575,DOG,PIT BULL
A1149577,DOG,SIBERIAN HUSKY
A1149578,CAT,DOMESTIC SH
A1149579,DOG,LABRADOR RETR
A1149580,CAT,DOMESTIC SH
A1149581,CAT,DOMESTIC SH
A1149582,CAT,DOMESTIC SH
A1149583,CAT,DOMESTIC SH
A1149584,CAT,DOMESTIC SH
A1149585,DOG,PIT BULL
A1149585,DOG,PIT BULL
A1149586,DOG,PIT BULL
A1149587,CAT,DOMESTIC SH
A1149588,DOG,BOYKIN SPAN
A1149589,DOG,PIT BULL
A1149590,DOG,AUST CATTLE DOG
A1149591,DOG,PIT BULL
A1149592,DOG,AUST CATTLE DOG
A1149593,DOG,SIBERIAN HUSKY
A1149595,DOG,AUST CATTLE DOG
A1149596,DOG,AUST CATTLE DOG
A1149596,DOG,AUST CATTLE DOG
A1149597,CAT,DOMESTIC SH
A1149598,DOG,MALTESE
A1149599,DOG,CHIHUAHUA SH
A1149599,DOG,CHIHUAHUA SH
A1149600,CAT,DOMESTIC SH
A1149601,CAT,DOMESTIC SH
A1149602,CAT,DOMESTIC SH
A1149603,CAT,DOMESTIC SH
A1149604,CAT,DOMESTIC SH
A1149605,CAT,DOMESTIC SH
A1149606,CAT,DOMESTIC SH
A1149607,CAT,DOMESTIC SH
A1149608,CAT,DOMESTIC SH
A1149609,DOG,SHIH TZU
A1149610,DOG,MIXED BREED
A1149611,CAT,DOMESTIC SH
A1149613,CAT,DOMESTIC SH
A1149613,CAT,DOMESTIC SH
A1149617,WILDLIFE,SQUIRREL
A1149618,DOG,BORDER COLLIE
A1149619,WILDLIFE,RABBIT SH
A1149620,DOG,ALASKAN HUSKY
A1149621,CAT,NORWGN FOREST
A1149622,DOG,AMERICAN STAFF
A1149626,DOG,AM PIT BULL TER
A1149628,DOG,YORKSHIRE TERR
A1149629,DOG,PIT BULL
A1149630,DOG,GERM SHEPHERD
A1149631,WILDLIFE,BAT
A1149633,CAT,DOMESTIC SH
A1149636,DOG,BORDER TERRIER
A1149637,DOG,PIT BULL
A1149638,CAT,DOMESTIC SH
A1149639,DOG,RHOD RIDGEBACK
A1149640,WILDLIFE,RABBIT SH
A1149641,DOG,SHIBA INU
A1149642,CAT,DOMESTIC SH
A1149643,CAT,DOMESTIC SH
A1149644,DOG,GERM SHEPHERD
A1149644,DOG,GERM SHEPHERD
A1149645,DOG,BOSTON TERRIER
A1149646,DOG,LABRADOR RETR
A1149647,DOG,YORKSHIRE TERR
A1149648,DOG,YORKSHIRE TERR
A1149649,DOG,LABRADOR RETR
A1149650,DOG,LABRADOR RETR
A1149652,DOG,YORKSHIRE TERR
A1149653,CAT,DOMESTIC SH
A1149654,CAT,DOMESTIC SH
A1149654,CAT,DOMESTIC SH
A1149655,CAT,DOMESTIC SH
A1149655,CAT,DOMESTIC SH
A1149656,DOG,DACHSHUND
A1149657,CAT,DOMESTIC SH
A1149657,CAT,DOMESTIC SH
A1149658,DOG,GREAT PYRENEES
A1149658,DOG,GREAT PYRENEES
A1149659,BIRD,DUCK
A1149661,CAT,DOMESTIC SH
A1149662,DOG,LABRADOR RETR
A1149663,DOG,LABRADOR RETR
A1149663,DOG,LABRADOR RETR
A1149664,DOG,LABRADOR RETR
A1149664,DOG,LABRADOR RETR
A1149666,DOG,LABRADOR RETR
A1149667,DOG,LABRADOR RETR
A1149668,DOG,PIT BULL
A1149669,DOG,PIT BULL
A1149670,CAT,DOMESTIC SH
A1149671,DOG,YORKSHIRE TERR
A1149672,DOG,PIT BULL
A1149673,DOG,PIT BULL
A1149674,DOG,LABRADOR RETR
A1149675,DOG,BELG MALINOIS
A1149676,DOG,BELG MALINOIS
A1149677,CAT,DOMESTIC MH
A1149680,DOG,PIT BULL
A1149681,CAT,SIAMESE
A1149682,CAT,DOMESTIC MH
A1149683,DOG,CHIHUAHUA SH
A1149683,DOG,CHIHUAHUA SH
A1149683,DOG,CHIHUAHUA SH
A1149684,DOG,GERM SHEPHERD
A1149686,DOG,GERM SHEPHERD
A1149686,DOG,GERM SHEPHERD
A1149687,DOG,STAFFORDSHIRE
A1149694,CAT,DOMESTIC MH
A1149695,DOG,AUST CATTLE DOG
A1149696,DOG,PIT BULL
A1149696,DOG,PIT BULL
A1149696,DOG,PIT BULL
A1149696,DOG,PIT BULL
A1149697,DOG,AMERICAN STAFF
A1149698,DOG,AMER BULLDOG
A1149701,DOG,PIT BULL
A1149701,DOG,PIT BULL
A1149702,DOG,PIT BULL
A1149703,CAT,DOMESTIC SH
A1149704,DOG,LABRADOR RETR
A1149705,CAT,DOMESTIC SH
A1149706,WILDLIFE,GUINEA PIG
A1149707,WILDLIFE,GUINEA PIG
A1149708,CAT,AMER SH
A1149709,DOG,PIT BULL
A1149710,DOG,PLOTT HOUND
A1149711,DOG,CHIHUAHUA LH
A1149711,DOG,CHIHUAHUA LH
A1149712,DOG,GERM SHEPHERD
A1149716,DOG,AUST CATTLE DOG
A1149717,CAT,DOMESTIC SH
A1149718,CAT,DOMESTIC SH
A1149719,CAT,DOMESTIC SH
A1149720,CAT,DOMESTIC SH
A1149721,CAT,DOMESTIC SH
A1149722,CAT,DOMESTIC SH
A1149724,CAT,DOMESTIC SH
A1149725,DOG,CHIHUAHUA SH
A1149727,DOG,MIXED BREED
A1149728,DOG,GREAT PYRENEES
A1149729,DOG,TOY FOX TERRIER
A1149729,DOG,TOY FOX TERRIER
A1149730,CAT,DOMESTIC SH
A1149731,CAT,SIAMESE
A1149732,DOG,BLACK MOUTH CUR
A1149732,DOG,BLACK MOUTH CUR
A1149733,DOG,CHIHUAHUA SH
A1149733,DOG,CHIHUAHUA SH
A1149735,DOG,LABRADOR RETR
A1149743,DOG,GERM SHEPHERD
A1149743,DOG,GERM SHEPHERD
A1149743,DOG,GERM SHEPHERD
A1149745,DOG,WHIPPET
A1149746,BIRD,CROW
A1149747,DOG,CAROLINA DOG
A1149748,DOG,ALASK MALAMUTE
A1149748,DOG,ALASK MALAMUTE
A1149749,DOG,CHIHUAHUA SH
A1149751,DOG,DACHSHUND
A1149752,DOG,BLACK MOUTH CUR
A1149753,DOG,BLACK MOUTH CUR
A1149753,DOG,BLACK MOUTH CUR
A1149754,DOG,MIXED BREED
A1149757,WILDLIFE,BAT
A1149759,DOG,AM PIT BULL TER
A1149760,DOG,CHIHUAHUA SH
A1149764,CAT,DOMESTIC SH
A1149765,DOG,LABRADOR RETR
A1149766,WILDLIFE,OPOSSUM
A1149767,WILDLIFE,OPOSSUM
A1149768,WILDLIFE,OPOSSUM
A1149769,WILDLIFE,OPOSSUM
A1149770,DOG,PIT BULL
A1149772,DOG,PIT BULL
A1149774,CAT,DOMESTIC SH
A1149775,DOG,YORKSHIRE TERR
A1149780,DOG,LABRADOR RETR
A1149781,DOG,AM PIT BULL TER
A1149784,DOG,BLUE LACY
A1149785,DOG,GERM SHEPHERD
A1149786,CAT,AMER SH
A1149787,DOG,LABRADOR RETR
A1149788,CAT,DOMESTIC SH
A1149789,DOG,PIT BULL
A1149790,DOG,RAT TERRIER
A1149791,DOG,PIT BULL
A1149792,DOG,PIT BULL
A1149794,DOG,AUST CATTLE DOG
A1149794,DOG,AUST CATTLE DOG
A1149797,DOG,CAIRN TERRIER
A1149798,DOG,CHIHUAHUA SH
A1149799,DOG,BELG MALINOIS
A1149800,CAT,DOMESTIC SH
A1149801,DOG,BELG MALINOIS
A1149803,DOG,GREAT PYRENEES
A1149804,DOG,LABRADOR RETR
A1149805,DOG,LABRADOR RETR
A1149807,CAT,DOMESTIC SH
A1149807,CAT,DOMESTIC SH
A1149808,DOG,GREAT PYRENEES
A1149811,DOG,SIBERIAN HUSKY
A1149812,DOG,PIT BULL
A1149813,CAT,DOMESTIC SH
A1149813,CAT,DOMESTIC SH
A1149813,CAT,DOMESTIC SH
A1149813,CAT,DOMESTIC SH
A1149814,DOG,PIT BULL
A1149819,DOG,GERM SHEPHERD
A1149820,DOG,LABRADOR RETR
A1149821,DOG,PIT BULL
A1149822,DOG,AUST TERRIER
A1149823,CAT,DOMESTIC SH
A1149823,CAT,DOMESTIC SH
A1149825,CAT,DOMESTIC SH
A1149825,CAT,DOMESTIC SH
A1149826,CAT,DOMESTIC SH
A1149826,CAT,DOMESTIC SH
A1149827,CAT,DOMESTIC SH
A1149827,CAT,DOMESTIC SH
A1149828,CAT,DOMESTIC SH
A1149828,CAT,DOMESTIC SH
A1149829,DOG,ROTTWEILER
A1149831,DOG,PIT BULL
A1149831,DOG,PIT BULL
A1149832,DOG,AM PIT BULL TER
A1149834,CAT,DOMESTIC SH
A1149834,CAT,DOMESTIC SH
A1149835,DOG,PIT BULL
A1149836,CAT,DOMESTIC SH
A1149837,DOG,POODLE MIN
A1149838,DOG,PIT BULL
A1149839,DOG,HAVANESE
A1149839,DOG,HAVANESE
A1149839,DOG,HAVANESE
A1149840,DOG,GERM SHEPHERD
A1149841,CAT,DOMESTIC SH
A1149842,CAT,DOMESTIC SH
A1149843,CAT,DOMESTIC SH
A1149844,WILDLIFE,GUINEA PIG
A1149845,WILDLIFE,GUINEA PIG
A1149846,WILDLIFE,GUINEA PIG
A1149847,WILDLIFE,GUINEA PIG
A1149848,WILDLIFE,GUINEA PIG
A1149849,DOG,LABRADOR RETR
A1149850,DOG,LABRADOR RETR
A1149851,DOG,BERNESE MTN DOG
A1149852,DOG,AMERICAN STAFF
A1149853,DOG,PIT BULL
A1149855,DOG,AUST TERRIER
A1149856,DOG,PIT BULL
A1149857,DOG,AM PIT BULL TER
A1149858,CAT,DOMESTIC SH
A1149858,CAT,DOMESTIC SH
A1149859,CAT,DOMESTIC SH
A1149859,CAT,DOMESTIC SH
A1149860,CAT,DOMESTIC SH
A1149860,CAT,DOMESTIC SH
A1149861,CAT,DOMESTIC SH
A1149862,DOG,AUST SHEPHERD
A1149863,DOG,PIT BULL
A1149863,DOG,PIT BULL
A1149863,DOG,PIT BULL
A1149875,DOG,PIT BULL
A1149876,DOG,POODLE MIN
A1149877,DOG,LABRADOR RETR
A1149878,DOG,PIT BULL
A1149879,DOG,SIBERIAN HUSKY
A1149880,DOG,LABRADOR RETR
A1149883,DOG,AUST CATTLE DOG
A1149885,DOG,PIT BULL
A1149887,DOG,NORFOLK TERRIER
A1149888,DOG,GREAT PYRENEES
A1149888,DOG,GREAT PYRENEES
A1149889,DOG,ANATOL SHEPHERD
A1149891,DOG,BLACK MOUTH CUR
A1149892,LIVESTOCK,PIG
A1149894,DOG,BOXER
A1149895,DOG,PIT BULL
A1149897,DOG,ROTTWEILER
A1149898,CAT,DOMESTIC SH
A1149899,DOG,CHIHUAHUA SH
A1149901,CAT,DOMESTIC SH
A1149903,CAT,DOMESTIC SH
A1149904,WILDLIFE,RACCOON
A1149907,CAT,DOMESTIC SH
A1149909,DOG,PIT BULL
A1149909,DOG,PIT BULL
A1149910,DOG,PIT BULL
A1149910,DOG,PIT BULL
A1149911,CAT,DOMESTIC SH
A1149911,CAT,DOMESTIC SH
A1149912,DOG,MIXED BREED
A1149913,CAT,DOMESTIC SH
A1149914,CAT,DOMESTIC SH
A1149914,CAT,DOMESTIC SH
A1149915,CAT,DOMESTIC SH
A1149915,CAT,DOMESTIC SH
A1149916,CAT,DOMESTIC SH
A1149916,CAT,DOMESTIC SH
A1149917,CAT,DOMESTIC SH
A1149917,CAT,DOMESTIC SH
A1149918,DOG,CHIHUAHUA SH
A1149919,DOG,GERM SHEPHERD
A1149920,DOG,AM PIT BULL TER
A1149921,DOG,BLACK MOUTH CUR
A1149922,CAT,DOMESTIC SH
A1149923,DOG,CHIHUAHUA SH
A1149927,DOG,HAVANESE
A1149928,CAT,DOMESTIC SH
A1149929,BIRD,CROW
A1149930,DOG,PARSON RUSS TER
A1149930,DOG,PARSON RUSS TER
A1149931,CAT,SIAMESE
A1149931,CAT,SIAMESE
A1149932,DOG,CANE CORSO
A1149936,BIRD,DUCK
A1149937,DOG,CHIHUAHUA SH
A1149939,DOG,GERM SHEPHERD
A1149941,DOG,AM PIT BULL TER
A1149943,DOG,LABRADOR RETR
A1149945,DOG,PAPILLON
A1149951,DOG,REDBONE HOUND
A1149951,DOG,REDBONE HOUND
A1149951,DOG,REDBONE HOUND
A1149952,DOG,REDBONE HOUND
A1149953,DOG,CHIHUAHUA SH
A1149954,DOG,CHIHUAHUA SH
A1149955,DOG,LABRADOR RETR
A1149956,DOG,GREAT PYRENEES
A1149957,DOG,CHIHUAHUA SH
A1149958,DOG,BORDER COLLIE
A1149959,DOG,PIT BULL
A1149960,DOG,LABRADOR RETR
A1149961,CAT,DOMESTIC SH
A1149962,DOG,LABRADOR RETR
A1149962,DOG,LABRADOR RETR
A1149962,DOG,LABRADOR RETR
A1149962,DOG,LABRADOR RETR
A1149964,DOG,LABRADOR RETR
A1149966,DOG,YORKSHIRE TERR
A1149967,DOG,AIREDALE TERR
A1149968,DOG,PIT BULL
A1149969,DOG,PIT BULL
A1149970,DOG,ROTTWEILER
A1149972,DOG,MALTESE
A1149973,DOG,ALASKAN HUSKY
A1149975,CAT,DOMESTIC SH
A1149976,CAT,DOMESTIC SH
A1149977,CAT,DOMESTIC SH
A1149978,DOG,AM PIT BULL TER
A1149979,BIRD,OTHER BIRD
A1149980,DOG,LABRADOR RETR
A1149980,DOG,LABRADOR RETR
A1149981,DOG,GERM SHEPHERD
A1149982,DOG,PIT BULL
A1149982,DOG,PIT BULL
A1149984,WILDLIFE,BAT
A1149988,DOG,POODLE MIN
A1149989,DOG,ROTTWEILER
A1149990,DOG,LABRADOR RETR
A1149992,DOG,BOXER
A1149995,DOG,GERM SHEPHERD
A1149996,DOG,GERM SHEPHERD
A1149997,DOG,GERM SHEPHERD
A1149998,CAT,DOMESTIC SH
A1149999,DOG,ALASKAN HUSKY
A1150000,DOG,PIT BULL
A1150001,DOG,PIT BULL
A1150002,DOG,DALMATIAN
A1150003,DOG,QUEENSLAND HEEL
A1150004,DOG,AUST CATTLE DOG
A1150005,DOG,LABRADOR RETR
A1150006,DOG,LABRADOR RETR
A1150007,DOG,PIT BULL
A1150008,DOG,GERM SHEPHERD
A1150009,BIRD,BLUEBIRD
A1150010,BIRD,BLUEBIRD
A1150011,DOG,BASENJI
A1150014,CAT,DOMESTIC SH
A1150014,CAT,DOMESTIC SH
A1150015,DOG,PIT BULL
A1150016,DOG,PIT BULL
A1150018,DOG,ALASKAN HUSKY
A1150019,CAT,DOMESTIC SH
A1150020,WILDLIFE,BAT
A1150021,CAT,DOMESTIC SH
A1150022,CAT,DOMESTIC SH
A1150023,CAT,DOMESTIC SH
A1150024,CAT,DOMESTIC SH
A1150025,DOG,PIT BULL
A1150026,CAT,DOMESTIC SH
A1150027,DOG,GERM SHEPHERD
A1150030,DOG,PIT BULL
A1150031,CAT,DOMESTIC SH
A1150033,DOG,ENG BULLDOG
A1150034,DOG,GERM SHEPHERD
A1150035,DOG,AMERICAN STAFF
A1150036,DOG,GERM SHEPHERD
A1150037,CAT,DOMESTIC SH
A1150038,DOG,GERM SHEPHERD
A1150039,DOG,GERM SHEPHERD
A1150040,DOG,CATAHOULA
A1150040,DOG,CATAHOULA
A1150040,DOG,CATAHOULA
A1150041,DOG,GERM SHEPHERD
A1150041,DOG,GERM SHEPHERD
A1150042,DOG,PIT BULL
A1150043,DOG,PIT BULL
A1150044,DOG,PIT BULL
A1150044,DOG,PIT BULL
A1150045,DOG,LABRADOR RETR
A1150046,DOG,LABRADOR RETR
A1150048,DOG,BOXER
A1150049,DOG,PIT BULL
A1150050,DOG,BOSTON TERRIER
A1150051,DOG,LABRADOR RETR
A1150052,DOG,LABRADOR RETR
A1150053,DOG,GERM SHEPHERD
A1150053,DOG,GERM SHEPHERD
A1150054,DOG,GERM SHEPHERD
A1150058,DOG,GERM SHEPHERD
A1150060,CAT,DOMESTIC SH
A1150061,CAT,DOMESTIC SH
A1150062,CAT,DOMESTIC SH
A1150063,CAT,DOMESTIC SH
A1150064,CAT,DOMESTIC SH
A1150065,DOG,BORDER COLLIE
A1150066,DOG,GERM SHEPHERD
A1150066,DOG,GERM SHEPHERD
A1150067,CAT,DOMESTIC SH
A1150068,CAT,DOMESTIC SH
A1150069,DOG,LABRADOR RETR
A1150070,CAT,MAINE COON
A1150071,DOG,GERM SHEPHERD
A1150072,CAT,DOMESTIC SH
A1150079,CAT,DOMESTIC SH
A1150082,CAT,DOMESTIC SH
A1150084,DOG,CHIHUAHUA SH
A1150085,CAT,DOMESTIC SH
A1150085,CAT,DOMESTIC SH
A1150086,CAT,DOMESTIC SH
A1150088,WILDLIFE,RACCOON
A1150089,CAT,DOMESTIC SH
A1150092,DOG,LABRADOR RETR
A1150093,DOG,CAIRN TERRIER
A1150094,DOG,GREAT PYRENEES
A1150095,DOG,PIT BULL
A1150099,CAT,DOMESTIC SH
A1150099,CAT,DOMESTIC SH
A1150099,CAT,DOMESTIC SH
A1150100,DOG,PIT BULL
A1150101,CAT,DOMESTIC SH
A1150101,CAT,DOMESTIC SH
A1150102,CAT,DOMESTIC SH
A1150102,CAT,DOMESTIC SH
A1150102,CAT,DOMESTIC SH
A1150103,CAT,DOMESTIC SH
A1150103,CAT,DOMESTIC SH
A1150104,DOG,AM PIT BULL TER
A1150105,CAT,DOMESTIC SH
A1150106,DOG,PLOTT HOUND
A1150106,DOG,PLOTT HOUND
A1150107,DOG,PIT BULL
A1150108,DOG,PIT BULL
A1150109,DOG,GERM SHEPHERD
A1150110,DOG,GERM SHEPHERD
A1150111,DOG,GERM SHEPHERD
A1150112,DOG,GERM SHEPHERD
A1150113,DOG,GERM SHEPHERD
A1150114,DOG,PIT BULL
A1150115,DOG,GERM SHEPHERD
A1150116,DOG,GERM SHEPHERD
A1150117,DOG,GERM SHEPHERD
A1150118,DOG,GERM SHEPHERD
A1150118,DOG,GERM SHEPHERD
A1150119,DOG,CAIRN TERRIER
A1150121,DOG,PIT BULL
A1150123,DOG,AUST CATTLE DOG
A1150124,DOG,GREAT PYRENEES
A1150127,CAT,SIAMESE
A1150128,DOG,PIT BULL
A1150129,CAT,DOMESTIC SH
A1150129,CAT,DOMESTIC SH
A1150129,CAT,DOMESTIC SH
A1150130,DOG,LABRADOR RETR
A1150131,CAT,DOMESTIC SH
A1150133,BIRD,HAWK
A1150134,DOG,PIT BULL
A1150135,DOG,GERM SHEPHERD
A1150136,DOG,LABRADOR RETR
A1150137,DOG,GREAT PYRENEES
A1150138,CAT,DOMESTIC SH
A1150138,CAT,DOMESTIC SH
A1150138,CAT,DOMESTIC SH
A1150139,CAT,DOMESTIC SH
A1150139,CAT,DOMESTIC SH
A1150139,CAT,DOMESTIC SH
A1150139,CAT,DOMESTIC SH
A1150140,CAT,DOMESTIC SH
A1150141,DOG,PIT BULL
A1150142,BIRD,CROW
A1150143,CAT,DOMESTIC SH
A1150144,DOG,LABRADOR RETR
A1150145,LIVESTOCK,N/A
A1150146,DOG,MALTESE
A1150147,DOG,PIT BULL
A1150148,DOG,AM PIT BULL TER
A1150149,DOG,GERM SHEPHERD
