Animal_Id,Kennel_Number,Kennel_Status,Source_Id
A1133557,AD 094,AVAILABLE,P0976180
A1133558,AD 092,UNAVAILABLE,P0976180
A1133559,DC 21,IMPOUNDED,P0976197
A1133560,AD 061,UNAVAILABLE,P0976198
A1133561,176002-01,IMPOUNDED,P0976202
A1133562,LOST,IMPOUNDED,P0976206
A1133563,LOST,IMPOUNDED,P0976208
A1133567,FREEZER,UNAVAILABLE,P9998471
A1133568,LOST,IMPOUNDED,P0976224
A1133569,ID11A,IMPOUNDED,P0976184
A1133570,LOST,IMPOUNDED,P0976231
A1133575,LOST,IMPOUNDED,P0976241
A1133576,VIP05,UNAVAILABLE,P0976218
A1133576,PSDOG 18,AVAILABLE,P0978002
A1133577,VT 12,UNAVAILABLE,P0864875
A1133578,LFD 067,UNAVAILABLE,P0005961
A1133578,206007-01,IMPOUNDED,P0939068
A1133578,186036-01,IMPOUNDED,P9991710
A1133578,126003-02,IMPOUNDED,P9991579
A1133579,AC 007,UNAVAILABLE,P0600303
A1133580,IC 21,IMPOUNDED,P0893681
A1133581,SHD 12,UNAVAILABLE,P0691018
A1133582,196007-01,IMPOUNDED,P9991723
A1133583,VIP10,AVAILABLE,P0620232
A1133585,LFD 141,AVAILABLE,P0976186
A1133585,FOSTER,UNAVAILABLE,P0981730
A1133585,AD 002,AVAILABLE,P9998456
A1133585,LFD 034,UNAVAILABLE,P0616391
A1133586,LFD 141,UNAVAILABLE,P0976186
A1133588,FOUND,IMPOUNDED,P0976253
A1133589,LOST,IMPOUNDED,P0976254
A1133591,AD 009,AVAILABLE,P0976136
A1133591,AD 037,AVAILABLE,P0936630
A1133591,FREEZER,UNAVAILABLE,P0667500
A1133592,CC 01,AVAILABLE,P0976258
A1133593,DC 23,IMPOUNDED,P9991704
A1133594,LFC 013,UNAVAILABLE,P0975291
A1133596,CC 07,AVAILABLE,P0976259
A1133597,CC 06,UNAVAILABLE,P0976263
A1133598,LFD 107,UNAVAILABLE,P0971657
A1133600,LOST,IMPOUNDED,P0976271
A1133601,FOUND,IMPOUNDED,P0976272
A1133602,LFSD 03,UNAVAILABLE,P9991723
A1133603,LFD 077,IMPOUNDED,P0510891
A1133604,RELOCATE,UNAVAILABLE,P9991213
A1133605,LFD 078,AVAILABLE,P0975914
A1133605,LAB 01,IMPOUNDED,P0977068
A1133606,AD 093,UNAVAILABLE,P0976282
A1133607,N02,AVAILABLE,P0976286
A1133607,CC 25,PENDING,P0972767
A1133607,FOSTER,PENDING,P0972767
A1133608,INJD 014,UNAVAILABLE,P0976570
A1133608,CC 02,AVAILABLE,P0976262
A1133608,LFSD 20,AVAILABLE,P0976570
A1133608,INJD 015,UNAVAILABLE,P0976570
A1133611,FOUND,IMPOUNDED,P0976291
A1133612,LOST,IMPOUNDED,P0976292
A1133613,LFD 167,UNAVAILABLE,P0779339
A1133613,VT 01,UNAVAILABLE,P0977255
A1133615,LFSD 15,UNAVAILABLE,P0976304
A1133616,DC 23,IMPOUNDED,P0976310
A1133617,VIP10,UNAVAILABLE,P9991753
A1133617,LFD 013,IMPOUNDED,P0981014
A1133617,LFD 086,UNAVAILABLE,P0989271
A1133618,LOST,IMPOUNDED,P0976315
A1133621,LOST,IMPOUNDED,P0976322
A1133622,VIP10,UNAVAILABLE,P0904409
A1133622,AD 001,UNAVAILABLE,P0978128
A1133624,QD 16,UNAVAILABLE,P0591977
A1133625,INJD 002,AVAILABLE,P9991776
A1133628,FOUND,IMPOUNDED,P0976333
A1133629,LOST,IMPOUNDED,P0976334
A1133630,LOST,IMPOUNDED,P0976335
A1133631,LOST,IMPOUNDED,P0976336
A1133632,LOST,IMPOUNDED,P0976337
A1133634,BAY 30,IMPOUNDED,P0854354
A1133635,LOST,IMPOUNDED,P0976340
A1133636,LOST,IMPOUNDED,P0976341
A1133637,AK 02,UNAVAILABLE,P9998469
A1133641,LOST,IMPOUNDED,P0976356
A1133642,LOST,IMPOUNDED,P0976357
A1133643,LOST,IMPOUNDED,P0976358
A1133644,LOST,IMPOUNDED,P0976359
A1133645,LOST,IMPOUNDED,P0976360
A1133646,LFD 144,AVAILABLE,P0818399
A1133646,176001-01,IMPOUNDED,P9998472
A1133646,VIP11,UNAVAILABLE,P0818399
A1133646,206007-01,IMPOUNDED,P9991557
A1133647,AD 026,UNAVAILABLE,P9998469
A1133648,LOST,IMPOUNDED,P0976366
A1133650,LOST,IMPOUNDED,P0976372
A1133651,PUPS 1,IMPOUNDED,P9998466
A1133654,AK 01,UNAVAILABLE,P9991704
A1133656,FREEZER,UNAVAILABLE,P0976363
A1133662,LOST,IMPOUNDED,P0976391
A1133663,FREEZER,UNAVAILABLE,P0976390
A1133664,DC 01,UNAVAILABLE,P0976385
A1133665,VIP02,EU RISK,P0976393
A1133665,VIP02,EU RISK,P0529992
A1133665,LFD 086,EU RISK,P0960147
A1133665,LAB 15,PRE-LAB,P0842670
A1133665,FOSTER,PENDING,P1005474
A1133665,FOSTER,AVAILABLE,P0983092
A1133665,FOSTER,PENDING,P0878264
A1133668,VIP01,AVAILABLE,P0976402
A1133669,AD 024,AVAILABLE,P0724649
A1133670,DC 01,AVAILABLE,P0846221
A1133673,096026-01,IMPOUNDED,P0976389
A1133674,AC 047,AVAILABLE,P0901556
A1133675,AC 047,UNAVAILABLE,P0901556
A1133676,AC 047,UNAVAILABLE,P0901556
A1133677,VT 11,IMPOUNDED,P0887568
A1133678,LFD 099,UNAVAILABLE,P0592327
A1133679,LFC 085,UNAVAILABLE,P0932712
A1133680,LFC 085,UNAVAILABLE,P0932712
A1133682,FREEZER,UNAVAILABLE,P0976394
A1133683,VIP03,UNAVAILABLE,P0976422
A1133684,VIP03,IMPOUNDED,P0976422
A1133685,VIP03,IMPOUNDED,P0976422
A1133686,186035-01,UNAVAILABLE,P9991754
A1133690,AD 062,LAB,P0867764
A1133691,FAM GP 01,UNAVAILABLE,P0974620
A1133691,DC 15,UNAVAILABLE,P0792085
A1133692,LAB 02,LAB,P0974620
A1133693,FREEZER,UNAVAILABLE,P9991753
A1133694,CC 35,AVAILABLE,P0976423
A1133695,FOUND,IMPOUNDED,P0976447
A1133696,LOST,IMPOUNDED,P0976448
A1133698,QD 13,RELEASED FROM QUARANTINE,P0978648
A1133700,LFD 160,AVAILABLE,P9991753
A1133701,LFD 148,AVAILABLE,P9991753
A1133703,LFC 040,AVAILABLE,P9991770
A1133704,FOUND,IMPOUNDED,P0976454
A1133705,LOST,IMPOUNDED,P0976455
A1133706,LAB 03,LAB,P0976449
A1133707,LAB 01,LAB,P0976449
A1133710,LFD 108,UNAVAILABLE,P0976439
A1133713,FOUND,IMPOUNDED,P0976459
A1133715,QD 18,RELEASED FROM QUARANTINE,P0898053
A1133715,LAB 04,LAB,P0898053
A1133716,FREEZER,UNAVAILABLE,P0976461
A1133719,DC 05,RELEASED FROM QUARANTINE,P0976464
A1133720,LOST,IMPOUNDED,P0976474
A1133721,LOST,IMPOUNDED,P0976475
A1133722,LOST,IMPOUNDED,P0976476
A1133723,096028-01,IMPOUNDED,P0976471
A1133724,096028-01,IMPOUNDED,P0976471
A1133725,186036-01,IMPOUNDED,P0976420
A1133726,AD 045,UNAVAILABLE,P0976477
A1133727,186036-01,IMPOUNDED,P0976420
A1133728,LFD 131,AVAILABLE,P0888070
A1133729,LFD 116,AVAILABLE,P0888070
A1133731,VIP16,AVAILABLE,P0973831
A1133731,FOSTER,PENDING,P0980786
A1133732,LAB 01,LAB,P9998459
A1133733,FOUND,IMPOUNDED,P0976485
A1133734,LOST,IMPOUNDED,P0976486
A1133735,AD 011,UNAVAILABLE,P0649040
A1133735,FREEZER,LAB,P0978478
A1133736,PCD 05,LAB,P0976490
A1133737,LFC 070,UNAVAILABLE,P0976488
A1133739,LOST,IMPOUNDED,P0976492
A1133740,LOST,IMPOUNDED,P0976493
A1133741,LOST,IMPOUNDED,P0976494
A1133742,LOST,IMPOUNDED,P0976495
A1133743,LFC 061,AVAILABLE,P0976488
A1133745,LFC 025,UNAVAILABLE,P0976488
A1133747,LFC 021,UNAVAILABLE,P0976488
A1133747,AC 005,UNAVAILABLE,P0876060
A1133748,LFC 021,UNAVAILABLE,P0976488
A1133749,LFC 025,UNAVAILABLE,P0976488
A1133758,LFSD 19,EU RISK,P0976505
A1133763,INCU 01,AVAILABLE,P0976515
A1133763,FREEZER,UNAVAILABLE,P0944740
A1133768,INCU 01,AVAILABLE,P0976515
A1133768,VT 09,UNAVAILABLE,P0944740
A1133769,DC 03,UNAVAILABLE,P0830651
A1133769,LFSD 18,UNAVAILABLE,P0976554
A1133770,FREEZER,UNAVAILABLE,P0976524
A1133773,AD 008,AVAILABLE,P9991764
A1133774,LFD 026,UNAVAILABLE,P0976526
A1133775,INJD 001,AVAILABLE,P0976499
A1133776,INJD 010,IMPOUNDED,P0976506
A1133777,K13,PENDING,P0976530
A1133777,CC 12,PENDING,P0594960
A1133780,LOST,IMPOUNDED,P0976541
A1133781,LOST,IMPOUNDED,P0976542
A1133785,AC 005,UNAVAILABLE,P0976547
A1133786,LFD 113,LAB,P0976536
A1133787,LAB 14,LAB,P0936227
A1133790,166018-01,IMPOUNDED,P9998461
A1133791,DC 09,UNAVAILABLE,P0976568
A1133792,LFSD 23,UNAVAILABLE,P0976568
A1133793,INJD 005,UNAVAILABLE,P0976567
A1133794,DC 09,AVAILABLE,P0976568
A1133795,AD 102,AVAILABLE,P0976568
A1133796,LOST,IMPOUNDED,P0976573
A1133797,LOST,IMPOUNDED,P0976574
A1133798,LOST,IMPOUNDED,P0976580
A1133799,LOST,IMPOUNDED,P0976581
A1133800,LOST,IMPOUNDED,P0976582
A1133801,186032-01,IMPOUNDED,P9991749
A1133804,AD 022,AVAILABLE,P0965425
A1133804,FOSTER,PENDING,P0115019
A1133807,FOUND,IMPOUNDED,P0976587
A1133808,FOUND,IMPOUNDED,P0976588
A1133809,LOST,IMPOUNDED,P0976589
A1133810,AD 092,AVAILABLE,P0976591
A1133811,PCD 22,UNAVAILABLE,P9998456
A1133812,PCD 21,UNAVAILABLE,P9998456
A1133813,LFD 089,IMPOUNDED,P9998456
A1133822,BAY 26,UNAVAILABLE,P0873827
A1133823,FOUND,IMPOUNDED,P0976602
A1133824,VIP12,AVAILABLE,P0711838
A1133827,LOST,IMPOUNDED,P0976610
A1133828,AD 015,UNAVAILABLE,P0976534
A1133829,DC 02,UNAVAILABLE,P0976518
A1133829,INJD 013,UNAVAILABLE,P0976518
A1133830,AD 101,AVAILABLE,P0976518
A1133832,K01,UNAVAILABLE,P0976603
A1133833,K01,UNAVAILABLE,P0976603
A1133834,196007-01,IMPOUNDED,P9998473
A1133835,196007-01,IMPOUNDED,P9998473
A1133837,DC 01,UNAVAILABLE,P0976617
A1133838,QD 03,LAB,P0976608
A1133839,AD 021,UNAVAILABLE,P0778882
A1133840,CC 06,IMPOUNDED,P0976621
A1133841,LOST,IMPOUNDED,P0976625
A1133842,LOST,IMPOUNDED,P0976626
A1133843,FOUND,IMPOUNDED,P0976627
A1133844,LOST,IMPOUNDED,P0976628
A1133846,DC 03,UNAVAILABLE,P0596176
A1133846,AD 101,UNAVAILABLE,P0958470
A1133847,LFSD 03,UNAVAILABLE,P0596176
A1133849,AD 030,UNAVAILABLE,P0976384
A1133850,AC 001,UNAVAILABLE,P0976637
A1133850,AC 009,UNAVAILABLE,P0977358
A1133851,AC 005,UNAVAILABLE,P0976637
A1133856,LFSD 12,UNAVAILABLE,P0912494
A1133856,LFD 100,UNAVAILABLE,P0977475
A1133858,LOST,IMPOUNDED,P0976651
A1133859,CC 02,UNAVAILABLE,P0976654
A1133861,AD 081,LAB,P0544506
A1133863,AD 081,LAB,P0544506
A1133864,LFD 132,AVAILABLE,P9991754
A1133864,INJD 009,UNAVAILABLE,P0977484
A1133864,INJD 009,UNAVAILABLE,P0977484
A1133864,INJD 007,UNAVAILABLE,P0977484
A1133865,K13,UNAVAILABLE,P0976661
A1133866,K13,UNAVAILABLE,P0976661
A1133867,K13,UNAVAILABLE,P0976661
A1133868,QD 26,RELEASED FROM QUARANTINE,P0976664
A1133869,LFC 003,AVAILABLE,P0976661
A1133870,LFC 049,AVAILABLE,P0976661
A1133871,LOST,IMPOUNDED,P0976670
A1133872,INCU 01,AVAILABLE,P0776429
A1133872,CC 35,UNAVAILABLE,P0946690
A1133872,FOSTER,PENDING,P0946690
A1133873,LFSD 17,AVAILABLE,P0903291
A1133874,LOST,IMPOUNDED,P0976683
A1133875,LOST,IMPOUNDED,P0976684
A1133876,LOST,IMPOUNDED,P0976685
A1133877,LAB 12,UNAVAILABLE,P9991782
A1133881,LFD 119,UNAVAILABLE,P0851513
A1133882,INJD 007,IMPOUNDED,P0976687
A1133883,LAB 15,LAB,P9991754
A1133884,LFD 120,AVAILABLE,P9991754
A1133884,FOSTER,PENDING,P0902793
A1133884,OFFICE,UNAVAILABLE,P0902793
A1133884,FOSTER,PENDING,P0978774
A1133885,LOST,IMPOUNDED,P0976691
A1133886,LOST,IMPOUNDED,P0976694
A1133887,LFSD 11,UNAVAILABLE,P0976686
A1133888,FREEZER,UNAVAILABLE,P9991749
A1133889,QD 21,LAB,P0866579
A1133891,AD 033,UNAVAILABLE,P0976693
A1133892,AD 044,UNAVAILABLE,P0976693
A1133896,DC 01,IMPOUNDED,P0976698
A1133897,AD 020,UNAVAILABLE,P9998462
A1133898,186032-01,IMPOUNDED,P9991749
A1133900,VT 12,EU RISK,P0895990
A1133900,FOSTER,EU RISK,P0981864
A1133900,FOSTER,PENDING,P0895990
A1133900,AD 007,EU RISK,P9998462
A1133903,AD 007,UNAVAILABLE,P0976714
A1133904,VIP08,UNAVAILABLE,P0976548
A1133905,LOST,IMPOUNDED,P0976719
A1133906,096027-01,IMPOUNDED,P0897565
A1133907,LFD 008,UNAVAILABLE,P9991721
A1133908,AD 032,UNAVAILABLE,P0976731
A1133910,AD 055,AVAILABLE,P0942225
A1133910,LAB 16,LAB,P0980594
A1133912,AD 058,UNAVAILABLE,P0751312
A1133913,VIP19,AVAILABLE,P0882539
A1133913,VIP05,AVAILABLE,P0976814
A1133913,VT 01,AVAILABLE,P0976814
A1133913,F4,AVAILABLE,P0976814
A1133913,FOSTER,PENDING,P0883682
A1133918,NMOMS 4,UNAVAILABLE,P0976611
A1133919,NMOMS 4,UNAVAILABLE,P0976611
A1133919,AD 071,UNAVAILABLE,P0994039
A1133920,NMOMS 4,AVAILABLE,P0976611
A1133921,NMOMS 4,UNAVAILABLE,P0976611
A1133921,MISSING,IMPOUNDED,P0974041
A1133922,NMOMS 4,UNAVAILABLE,P0976611
A1133923,NMOMS 4,UNAVAILABLE,P0976611
A1133924,ID14A,UNAVAILABLE,P0976754
A1133925,FREEZER,UNAVAILABLE,P9998462
A1133926,LFD 005,UNAVAILABLE,P0976726
A1133927,VT 11,IMPOUNDED,P0976729
A1133928,LFC 037,AVAILABLE,P0976759
A1133928,CC 32,UNAVAILABLE,P0901571
A1133928,FOSTER,PENDING,P0901571
A1133929,LFC 037,UNAVAILABLE,P0976759
A1133930,186036-01,IMPOUNDED,P9991764
A1133931,FREEZER,UNAVAILABLE,P0976763
A1133932,K08,AVAILABLE,P0976761
A1133932,AC 009,UNAVAILABLE,P0735652
A1133933,AC 009,UNAVAILABLE,P0735652
A1133933,K08,AVAILABLE,P0976761
A1133934,ID04A,IMPOUNDED,P0976769
A1133935,AD 085,AVAILABLE,P0976710
A1133935,FOSTER,AVAILABLE,P0971001
A1133936,LFD 007,AVAILABLE,P0974460
A1133937,FREEZER,IMPOUNDED,P0976777
A1133943,LOST,IMPOUNDED,P0976781
A1133944,LOST,IMPOUNDED,P0976782
A1133945,DC 15,UNAVAILABLE,P0976784
A1133946,AD 084,UNAVAILABLE,P0976784
A1133947,DC 02,IMPOUNDED,P0976784
A1133949,LAB 02,LAB,P0915560
A1133950,FREEZER,UNAVAILABLE,P9991770
A1133951,LAB 01,LAB,P0915560
A1133952,LOST,IMPOUNDED,P0976787
A1133953,QD 11,UNAVAILABLE,P0556840
A1133955,LOST,IMPOUNDED,P0976789
A1133961,LOST,IMPOUNDED,P0976790
A1133962,LOST,IMPOUNDED,P0976791
A1133963,AD 033,UNAVAILABLE,P0976760
A1133964,FREEZER,UNAVAILABLE,P9991749
A1133966,LFSD 20,UNAVAILABLE,P0976798
A1133967,FREEZER,UNAVAILABLE,P9998456
A1133968,LOST,IMPOUNDED,P0976805
A1133970,FOUND,IMPOUNDED,P0976810
A1133971,LOST,IMPOUNDED,P0976811
A1133973,DC 16,IMPOUNDED,P0581407
A1133974,DC 17,EU RISK,P0581407
A1133975,206008-01,IMPOUNDED,P9991213
A1133977,LFD 040,UNAVAILABLE,P0059301
A1133981,QD 04,LAB,P0976832
A1133983,AC 051,UNAVAILABLE,P0840347
A1133985,AC 051,UNAVAILABLE,P0840347
A1133985,AC 005,UNAVAILABLE,P0967748
A1133986,LOST,IMPOUNDED,P0976848
A1133987,LOST,IMPOUNDED,P0976849
A1133989,AC 051,UNAVAILABLE,P0840347
A1133989,LFC 033,UNAVAILABLE,P0967748
A1133990,AC 051,UNAVAILABLE,P0840347
A1133991,AC 051,UNAVAILABLE,P0840347
A1133991,AC 023,UNAVAILABLE,P0977148
A1133993,AC 057,UNAVAILABLE,P0840347
A1133994,AC 057,UNAVAILABLE,P0840347
A1133995,LFSD 15,AVAILABLE,P0976825
A1133996,AC 007,UNAVAILABLE,P0840347
A1133997,AC 023,AVAILABLE,P0830413
A1133998,AC 055,UNAVAILABLE,P0840347
A1133999,AC 007,UNAVAILABLE,P0840347
A1134000,AC 055,UNAVAILABLE,P0840347
A1134001,AC 027,UNAVAILABLE,P0840347
A1134002,FREEZER,IMPOUNDED,P0976859
A1134003,AD 069,LAB,P0976828
A1134004,AD 024,UNAVAILABLE,P0976861
A1134004,AD 028,AVAILABLE,P0928729
A1134007,126005-01,IMPOUNDED,P9991753
A1134008,AC 011,AVAILABLE,P0976871
A1134009,LFC 051,UNAVAILABLE,P0976871
A1134010,AC 043,AVAILABLE,P0976871
A1134011,AC 013,UNAVAILABLE,P0976871
A1134012,LFC 051,UNAVAILABLE,P0976871
A1134013,LFC 051,UNAVAILABLE,P0976871
A1134014,AC 045,AVAILABLE,P0976871
A1134015,LOST,IMPOUNDED,P0976875
A1134018,LFC 088,AVAILABLE,P9991753
A1134019,LFC 089,AVAILABLE,P9991753
A1134021,LFC 087,AVAILABLE,P9991753
A1134022,LFC 090,AVAILABLE,P9991753
A1134023,DC 05,IMPOUNDED,P0976870
A1134025,DC 01,RELEASED FROM QUARANTINE,P0946232
A1134026,LFD 052,AVAILABLE,P0738514
A1134026,LFD 052,AVAILABLE,P0931331
A1134026,PSDOG 10,AVAILABLE,P0889339
A1134026,LFSD 09,EU RISK,P0931331
A1134026,FOSTER,PENDING,P1008284
A1134027,LOST,IMPOUNDED,P0976888
A1134030,DC 01,UNAVAILABLE,P0977047
A1134031,LFD 001,UNAVAILABLE,P0976826
A1134032,LOST,IMPOUNDED,P0976890
A1134033,LOST,IMPOUNDED,P0976891
A1134034,AC 015,UNAVAILABLE,P9991776
A1134035,AC 029,UNAVAILABLE,P9991776
A1134036,LFD 040,UNAVAILABLE,P0976847
A1134036,LFD 135,LAB,P0977357
A1134038,LAB 03,LAB,P0976893
A1134040,LOST,IMPOUNDED,P0976899
A1134041,DC 01,AVAILABLE,P9998447
A1134046,LOST,IMPOUNDED,P0976907
A1134047,LOST,IMPOUNDED,P0976908
A1134049,VIP25,UNAVAILABLE,P9991748
A1134049,INJD 008,UNAVAILABLE,P0981036
A1134049,INJD 009,UNAVAILABLE,P0981036
A1134049,INJD 008,UNAVAILABLE,P0981036
A1134050,LAB 01,LAB,P9991213
A1134052,LOST,IMPOUNDED,P0976921
A1134053,206010-01,IMPOUNDED,P9991574
A1134054,LFSD 18,IMPOUNDED,P0976927
A1134058,AC 021,AVAILABLE,P0645672
A1134059,LOST,IMPOUNDED,P0976930
A1134061,LAB 03,LAB,P0796256
A1134068,AD 020,AVAILABLE,P0655350
A1134069,LOST,IMPOUNDED,P0976942
A1134071,AD 078,LAB,P0875406
A1134072,VIP02,UNAVAILABLE,P0976878
A1134072,INJD 007,UNAVAILABLE,P0976878
A1134072,INJD 012,UNAVAILABLE,P0982038
A1134072,INJD 008,UNAVAILABLE,P0976878
A1134073,LOST,IMPOUNDED,P0976949
A1134074,LOST,IMPOUNDED,P0976950
A1134075,LFC 007,UNAVAILABLE,P0976947
A1134076,LFC 009,AVAILABLE,P0976955
A1134078,LAB 03,LAB,P0807229
A1134080,LOST,IMPOUNDED,P0976962
A1134081,FREEZER,IMPOUNDED,P0976961
A1134083,DEAD,IMPOUNDED,P0976965
A1134084,FREEZER,AVAILABLE,P9991171
A1134085,LOST,IMPOUNDED,P0976970
A1134086,LFSD 01,AVAILABLE,P0976853
A1134087,QD 05,LAB,P0976978
A1134088,LOST,IMPOUNDED,P0976977
A1134089,DC 05,IMPOUNDED,P0845082
A1134090,DC 15,IMPOUNDED,P0581407
A1134094,LOST,IMPOUNDED,P0976985
A1134095,VIP03,UNAVAILABLE,P0974942
A1134097,FOUND,IMPOUNDED,P0976988
A1134098,INJD 013,PENDING,P0976983
A1134098,MISSING,PENDING,P0977284
A1134098,DC 08,UNAVAILABLE,P0977284
A1134100,DC 07,IMPOUNDED,P9991744
A1134101,PCD 01,LAB,P9991744
A1134102,DC 26,RELEASED FROM QUARANTINE,P0977026
A1134103,DC 05,RELEASED FROM QUARANTINE,P0977150
A1134104,VT 06,UNAVAILABLE,P0664844
A1134105,LOST,IMPOUNDED,P0977004
A1134106,LOST,IMPOUNDED,P0977005
A1134107,FOUND,IMPOUNDED,P0977006
A1134108,DC 01,UNAVAILABLE,P0976701
A1134109,FREEZER,UNAVAILABLE,P0977010
A1134110,DC 05,IMPOUNDED,P9991213
A1134111,LOST,IMPOUNDED,P0977013
A1134112,LOST,IMPOUNDED,P0977014
A1134113,LOST,IMPOUNDED,P0977015
A1134114,206006-01,UNAVAILABLE,P9991748
A1134115,206006-01,UNAVAILABLE,P9991748
A1134116,206006-01,UNAVAILABLE,P9991748
A1134117,206006-01,UNAVAILABLE,P9991748
A1134118,206006-01,UNAVAILABLE,P9991748
A1134119,146004-01,AVAILABLE,P0974581
A1134122,LFSD 07,UNAVAILABLE,P0913039
A1134123,AD 021,UNAVAILABLE,P0977022
A1134125,VIP14,UNAVAILABLE,P0977027
A1134125,F4,UNAVAILABLE,P0982631
A1134125,F3,UNAVAILABLE,P0982631
A1134126,FREEZER,UNAVAILABLE,P9998461
A1134127,FREEZER,UNAVAILABLE,P0977024
A1134129,LFD 028,UNAVAILABLE,P0867578
A1134130,AD 012,UNAVAILABLE,P0977034
A1134131,LOST,IMPOUNDED,P0977046
A1134132,VIP08,AVAILABLE,P0888316
A1134133,AD 034,UNAVAILABLE,P9998461
A1134134,LFD 043,UNAVAILABLE,P0683090
A1134135,LFC 037,UNAVAILABLE,P0977049
A1134136,LFC 037,UNAVAILABLE,P0977049
A1134137,186035-01,IMPOUNDED,P9991754
A1134137,136049-01,IMPOUNDED,P9991704
A1134141,166018-02,IMPOUNDED,P9998461
A1134142,166018-02,IMPOUNDED,P9998461
A1134142,096028-02,IMPOUNDED,P9991782
A1134144,FREEZER,UNAVAILABLE,P0977064
A1134145,LAB 02,LAB,P0977064
A1134146,DC 02,RELEASED FROM QUARANTINE,P0977069
A1134147,LOST,IMPOUNDED,P0977073
A1134148,FOUND,IMPOUNDED,P0977074
A1134149,QD 07,RELEASED FROM QUARANTINE,P0977079
A1134150,AD 102,AVAILABLE,P0977078
A1134150,AD 042,UNAVAILABLE,P0977585
A1134153,LOST,IMPOUNDED,P0977084
A1134155,LOST,IMPOUNDED,P0977091
A1134156,FOUND,IMPOUNDED,P0977092
A1134159,FOUND,IMPOUNDED,P0977095
A1134160,FOUND,IMPOUNDED,P0977096
A1134161,LFD 034,UNAVAILABLE,P0977094
A1134163,LOST,IMPOUNDED,P0977099
A1134164,AD 022,UNAVAILABLE,P0977107
A1134165,VIP11,UNAVAILABLE,P9991213
A1134165,INJD 008,UNAVAILABLE,P9991213
A1134165,INJD 008,UNAVAILABLE,P9991213
A1134165,INJD 007,UNAVAILABLE,P9991213
A1134166,LFD 071,UNAVAILABLE,P0717494
A1134167,096028-01,UNAVAILABLE,P0977111
A1134168,LAB 01,LAB,P9998473
A1134169,096027-01,IMPOUNDED,P0977110
A1134172,196007-01,IMPOUNDED,P0731365
A1134173,LFD 062,AVAILABLE,P0977117
A1134175,AD 060,LAB,P0977065
A1134176,LOST,IMPOUNDED,P0977128
A1134180,LFD 058,UNAVAILABLE,P0882783
A1134184,AD 025,UNAVAILABLE,P0977131
A1134185,SMD04,UNAVAILABLE,P0977118
A1134186,SMD10,UNAVAILABLE,P0977118
A1134186,LFSD 18,IMPOUNDED,P0977641
A1134186,LFSD 18,IMPOUNDED,P0978965
A1134186,VIP01,EU RISK,P1007165
A1134187,DC 13,UNAVAILABLE,P0977118
A1134189,FOSTER,PENDING,P0975595
A1134189,CC 30,PENDING,P0975595
A1134189,LFC 003,PENDING,P0977144
A1134190,SMD09,UNAVAILABLE,P0977118
A1134190,SMD07,UNAVAILABLE,P0857620
A1134191,SMD03,UNAVAILABLE,P0977118
A1134192,SMD06,UNAVAILABLE,P0977118
A1134194,SMD08,UNAVAILABLE,P0977118
A1134195,DC 10,AVAILABLE,P0977118
A1134197,AD 099,IMPOUNDED,P0977097
A1134200,AD 103,EU RISK,P0928464
A1134200,AD 100,AVAILABLE,P0978921
A1134200,LFD 138,UNAVAILABLE,P0542160
A1134202,AD 036,UNAVAILABLE,P9991749
A1134204,VIP07,AVAILABLE,P0977163
A1134204,INJD 010,UNAVAILABLE,P0981036
A1134204,INJD 010,UNAVAILABLE,P0981036
A1134206,AD 103,UNAVAILABLE,P0976568
A1134209,AD 100,UNAVAILABLE,P0976568
A1134210,LFD 140,UNAVAILABLE,P0976568
A1134210,PCD 08,IMPOUNDED,P0980372
A1134210,LFD 006,UNAVAILABLE,P0993675
A1134211,LFD 003,UNAVAILABLE,P0955048
A1134212,CC 07,UNAVAILABLE,P0976568
A1134213,NMOMS 3,AVAILABLE,P0955048
A1134213,ID13A,UNAVAILABLE,P0982840
A1134213,FOSTER,PENDING,P0982840
A1134213,FOSTER,UNAVAILABLE,P0984117
A1134214,FREEZER,UNAVAILABLE,P0977171
A1134215,VT 04,IMPOUNDED,P0644829
A1134216,PUPS 2,UNAVAILABLE,P0000000
A1134217,LOST,IMPOUNDED,P0977185
A1134218,186035-01,IMPOUNDED,P9991754
A1134220,186035-01,IMPOUNDED,P9991754
A1134221,AD 002,AVAILABLE,P0977169
A1134222,LOST,IMPOUNDED,P0977190
A1134223,LOST,IMPOUNDED,P0977191
A1134224,LOST,IMPOUNDED,P0977192
A1134226,VT 10,IMPOUNDED,P9991754
A1134227,LFD 075,UNAVAILABLE,P0839715
A1134228,146007-01,IMPOUNDED,P9998465
A1134228,186036-01,IMPOUNDED,P9991710
A1134229,LOST,IMPOUNDED,P0977197
A1134230,176001-01,IMPOUNDED,P9991776
A1134231,AD 066,UNAVAILABLE,P0977199
A1134233,VIP07,AVAILABLE,P0977138
A1134233,INJD 006,UNAVAILABLE,P0871686
A1134234,DC 05,RELEASED FROM QUARANTINE,P0977201
A1134235,LFD 072,UNAVAILABLE,P9991754
A1134238,IC 01,UNAVAILABLE,P9998455
A1134238,CC 32,UNAVAILABLE,P0615980
A1134239,CC 32,UNAVAILABLE,P0615980
A1134239,IC 01,UNAVAILABLE,P9998455
A1134240,IC 01,UNAVAILABLE,P9998455
A1134240,CC 31,UNAVAILABLE,P0615980
A1134241,CC 33,UNAVAILABLE,P0615980
A1134241,IC 01,UNAVAILABLE,P9998455
