Animal_Id,Kennel_Number,Kennel_Status,Source_Id
A1141771,LFSD 08,UNAVAILABLE,P9991213
A1141773,QD 12,LAB,P0988817
A1141774,DC 18,UNAVAILABLE,P9991710
A1141775,VIP12,EU RISK,P0919844
A1141775,FOSTER,UNAVAILABLE,P0995051
A1141775,FOSTER,AVAILABLE,P0996820
A1141775,FOSTER,AVAILABLE,P0996281
A1141775,FOSTER,PENDING,P0995051
A1141775,FOSTER,UNAVAILABLE,P0995051
A1141779,LFD 168,AVAILABLE,P9991710
A1141780,LFD 168,PENDING,P9991710
A1141781,LFD 168,UNAVAILABLE,P9991710
A1141781,AD 047,AVAILABLE,P0551727
A1141782,LAB 02,LAB,P0931553
A1141782,AD 089,AVAILABLE,P9991753
A1141782,FOSTER,PENDING,P0928425
A1141784,LFD 111,UNAVAILABLE,P0890337
A1141784,DC 01,UNAVAILABLE,P0988856
A1141785,DC 16,IMPOUNDED,P0724649
A1141787,126004-01,IMPOUNDED,P0988841
A1141788,LFSD 11,UNAVAILABLE,P0988744
A1141790,AD 007,AVAILABLE,P0988862
A1141790,5A,EU RISK,P0766932
A1141791,DC 02,UNAVAILABLE,P0988862
A1141792,LFSD 01,UNAVAILABLE,P0988526
A1141794,LOST,IMPOUNDED,P0988873
A1141795,DC 16,UNAVAILABLE,P0989030
A1141796,AD 054,UNAVAILABLE,P0988864
A1141796,AD 064,AVAILABLE,P0990384
A1141796,PSDOG 16,AVAILABLE,P0970523
A1141797,FREEZER,UNAVAILABLE,P0988845
A1141801,LOST,IMPOUNDED,P0988883
A1141802,LOST,IMPOUNDED,P0988884
A1141811,DC 03,AVAILABLE,P9991200
A1141811,196007-01,IMPOUNDED,P0994028
A1141811,LAB 03,LAB,P0958884
A1141813,AD 037,UNAVAILABLE,P0985070
A1141814,DC 07,IMPOUNDED,P9991195
A1141816,CC 20,UNAVAILABLE,P0988895
A1141816,CC 20,UNAVAILABLE,P0874677
A1141817,CC 20,UNAVAILABLE,P0874677
A1141817,CC 20,UNAVAILABLE,P0988895
A1141818,CC 19,UNAVAILABLE,P0988895
A1141819,CC 19,UNAVAILABLE,P0988895
A1141822,DC 10,UNAVAILABLE,P9991195
A1141823,LFD 083,UNAVAILABLE,P0988386
A1141825,VT 08,UNAVAILABLE,P0987800
A1141826,LFC 045,UNAVAILABLE,P0988914
A1141827,PSCAT 09,AVAILABLE,P0988914
A1141829,VT 01,UNAVAILABLE,P0972852
A1141831,VT 01,PENDING,P0972852
A1141831,VT 01,UNAVAILABLE,P0066142
A1141832,LFC 019,UNAVAILABLE,P0972772
A1141832,VT 01,AVAILABLE,P0972852
A1141833,VT 01,AVAILABLE,P0972852
A1141833,LFC 019,UNAVAILABLE,P0972772
A1141834,VT 01,UNAVAILABLE,P0066142
A1141834,VT 01,AVAILABLE,P0972852
A1141835,CC 02,IMPOUNDED,P9998462
A1141836,206006-01,IMPOUNDED,P9991549
A1141837,VIP11,UNAVAILABLE,P0988923
A1141839,FREEZER,UNAVAILABLE,P0988901
A1141842,AD 081,UNAVAILABLE,P0986711
A1141844,LOST,IMPOUNDED,P0988946
A1141845,LOST,IMPOUNDED,P0988947
A1141846,LAB 16,LAB,P9991710
A1141848,LFD 027,IMPOUNDED,P0988949
A1141850,VIP05,AVAILABLE,P0988937
A1141851,LFC 036,IMPOUNDED,P9991780
A1141852,LFC 082,IMPOUNDED,P9991780
A1141854,LFD 077,UNAVAILABLE,P0975487
A1141855,DC 13,UNAVAILABLE,P0975487
A1141855,LFSD 06,AVAILABLE,P0606936
A1141857,FREEZER,UNAVAILABLE,P0988999
A1141858,FREEZER,UNAVAILABLE,P0988999
A1141859,PCD 20,IMPOUNDED,P9998471
A1141861,LOST,IMPOUNDED,P0988973
A1141862,LOST,IMPOUNDED,P0988974
A1141864,LFD 077,UNAVAILABLE,P0988975
A1141864,LFD 015,UNAVAILABLE,P0946690
A1141865,LFD 079,LAB,P0864714
A1141868,FREEZER,UNAVAILABLE,P0988980
A1141868,FREEZER,UNAVAILABLE,P0975691
A1141870,CC 25,IMPOUNDED,P0956946
A1141871,CC 24,IMPOUNDED,P0956946
A1141873,LFD 061,IMPOUNDED,P0988987
A1141874,DC 25,IMPOUNDED,P0988987
A1141875,LOST,IMPOUNDED,P0988989
A1141876,LOST,IMPOUNDED,P0988990
A1141877,FOUND,IMPOUNDED,P0988991
A1141878,LOST,IMPOUNDED,P0988992
A1141879,LOST,IMPOUNDED,P0988993
A1141880,LOST,IMPOUNDED,P0988994
A1141881,LOST,IMPOUNDED,P0988995
A1141882,FAM GP 02,UNAVAILABLE,P0988999
A1141886,FOUND,IMPOUNDED,P0988998
A1141887,DC 01,AVAILABLE,P0870844
A1141887,LFD 159,EU RISK,P0989304
A1141887,NMOMS 1,AVAILABLE,P0786552
A1141888,LOST,IMPOUNDED,P0989004
A1141889,206007-01,IMPOUNDED,P0988996
A1141890,FREEZER,UNAVAILABLE,P0988784
A1141891,FOUND,IMPOUNDED,P0989009
A1141892,LAB 03,LAB,P9998456
A1141894,096028-01,IMPOUNDED,P0738369
A1141898,186036-01,IMPOUNDED,P9991710
A1141898,186035-01,IMPOUNDED,P9991744
A1141898,ID18A,IMPOUNDED,P9991549
A1141899,LOST,IMPOUNDED,P0989022
A1141901,LOST,IMPOUNDED,P0989028
A1141905,DC 07,UNAVAILABLE,P9991549
A1141909,096028-01,IMPOUNDED,P9998462
A1141910,LFD 069,UNAVAILABLE,P0989018
A1141911,DC 05,IMPOUNDED,P0989018
A1141912,QD 28,LAB,P0989042
A1141913,AD 064,UNAVAILABLE,P0989043
A1141913,INJD 007,UNAVAILABLE,P0993968
A1141913,INJD 008,UNAVAILABLE,P0993968
A1141913,INJD 008,UNAVAILABLE,P0993968
A1141915,AD 037,AVAILABLE,P0989047
A1141916,LFSD 02,UNAVAILABLE,P0989047
A1141916,LFSD 05,EU RISK,P0989971
A1141917,INJD 007,UNAVAILABLE,P0989049
A1141918,AD 074,AVAILABLE,P0988959
A1141918,INJD 010,UNAVAILABLE,P0990087
A1141920,AD 007,UNAVAILABLE,P0989051
A1141921,DC 10,UNAVAILABLE,P0989052
A1141922,DC 01,UNAVAILABLE,P0989059
A1141924,AD 066,UNAVAILABLE,P0984629
A1141925,CC 06,UNAVAILABLE,P0570920
A1141926,CC 07,UNAVAILABLE,P0570920
A1141927,LFD 061,IMPOUNDED,P0988899
A1141928,CC 06,UNAVAILABLE,P0570920
A1141929,CC 13,AVAILABLE,P0989077
A1141929,INJD 016,UNAVAILABLE,P0989082
A1141930,LOST,IMPOUNDED,P0989083
A1141931,LOST,IMPOUNDED,P0989084
A1141932,VIP20,UNAVAILABLE,P0989081
A1141933,126004-01,IMPOUNDED,P0988772
A1141934,DC 23,IMPOUNDED,P0989088
A1141935,AD 039,UNAVAILABLE,P0989092
A1141936,LFD 139,UNAVAILABLE,P0842489
A1141937,CC 14,UNAVAILABLE,P0842489
A1141938,LFD 069,AVAILABLE,P0988781
A1141939,LFSD 01,AVAILABLE,P0988781
A1141940,LFD 132,UNAVAILABLE,P9998474
A1141940,INJD 010,UNAVAILABLE,P0990048
A1141940,INJD 010,UNAVAILABLE,P0990048
A1141941,CC 03,AVAILABLE,P0988913
A1141942,FREEZER,UNAVAILABLE,P0866252
A1141943,K14,UNAVAILABLE,P0989102
A1141944,DC 07,UNAVAILABLE,P0988338
A1141945,SHD 11,IMPOUNDED,P0989113
A1141946,LFD 153,LAB,P9998474
A1141947,LFD 025,IMPOUNDED,P0989116
A1141948,FREEZER,UNAVAILABLE,P9998474
A1141949,LOST,IMPOUNDED,P0989122
A1141950,LOST,IMPOUNDED,P0989123
A1141951,DC 04,UNAVAILABLE,P0989072
A1141953,FOUND,IMPOUNDED,P0989130
A1141954,LFD 120,AVAILABLE,P0988966
A1141956,QD 30,UNAVAILABLE,P0610285
A1141957,LOST,IMPOUNDED,P0989135
A1141958,QD 23,RELEASED FROM QUARANTINE,P0989128
A1141959,QD 22,RELEASED FROM QUARANTINE,P0973991
A1141960,LOST,IMPOUNDED,P0989142
A1141962,FOUND,IMPOUNDED,P0989144
A1141963,LOST,IMPOUNDED,P0989145
A1141965,LOST,IMPOUNDED,P0989146
A1141966,DC 11,UNAVAILABLE,P9998455
A1141966,LFSD 06,UNAVAILABLE,P0606936
A1141967,CC 03,UNAVAILABLE,P9998455
A1141968,ID11B,IMPOUNDED,P0989147
A1141969,QD 24,LAB,P0989149
A1141970,FOUND,IMPOUNDED,P0989150
A1141971,LOST,IMPOUNDED,P0989151
A1141973,LFD 110,AVAILABLE,P0643591
A1141973,PSDOG 02,AVAILABLE,P0905763
A1141973,F1,AVAILABLE,P0993926
A1141973,F4,AVAILABLE,P0993926
A1141973,FOSTER,PENDING,P0993926
A1141978,LFD 130,AVAILABLE,P9998459
A1141979,VIP21,AVAILABLE,P0724649
A1141980,LFD 026,AVAILABLE,P0989164
A1141983,DC 22,IMPOUNDED,P0901642
A1141983,LFD 084,UNAVAILABLE,P0989221
A1141984,LOST,IMPOUNDED,P0989176
A1141985,LOST,IMPOUNDED,P0989177
A1141986,DC 15,AVAILABLE,P0989178
A1141987,VT 01,AVAILABLE,P0989180
A1141987,VT 01,AVAILABLE,P0989180
A1141987,FOSTER,UNAVAILABLE,P0786552
A1141988,FREEZER,UNAVAILABLE,P0989162
A1141992,LOST,IMPOUNDED,P0989192
A1141993,LOST,IMPOUNDED,P0989193
A1141994,LFD 150,LAB,P0989195
A1141995,CC 13,AVAILABLE,P0989011
A1141996,PSCAT 09,AVAILABLE,P0856078
A1141997,LOST,IMPOUNDED,P0989207
A1141998,LOST,IMPOUNDED,P0989208
A1141999,AD 012,UNAVAILABLE,P0989206
A1142000,AC 046,AVAILABLE,P0856078
A1142000,FOSTER,UNAVAILABLE,P0831068
A1142001,AC 007,AVAILABLE,P0856078
A1142002,K15,UNAVAILABLE,P0664844
A1142002,FOSTER,AVAILABLE,P0981259
A1142002,VT 01,AVAILABLE,P0956932
A1142002,FOSTER,AVAILABLE,P0956932
A1142002,DC 04,UNAVAILABLE,P0956932
A1142002,FOSTER,UNAVAILABLE,P0956932
A1142003,FOSTER,UNAVAILABLE,P0956932
A1142003,DC 04,UNAVAILABLE,P0956932
A1142003,VT 01,AVAILABLE,P0956932
A1142003,FOSTER,AVAILABLE,P0972332
A1142003,K15,UNAVAILABLE,P0664844
A1142004,AD 002,UNAVAILABLE,P0989217
A1142007,FREEZER,UNAVAILABLE,P0664844
A1142008,QD 25,LAB,P9991695
A1142010,186037-01,UNAVAILABLE,P0989191
A1142011,QD 26,LAB,P9991695
A1142013,FREEZER,UNAVAILABLE,P0754657
A1142014,IC 01,UNAVAILABLE,P0989234
A1142015,PSDOG 17,UNAVAILABLE,P0989210
A1142015,VIP15,AVAILABLE,P0876689
A1142016,VIP09,UNAVAILABLE,P0989237
A1142017,CC 02,AVAILABLE,P0989238
A1142018,LFSD 08,UNAVAILABLE,P0983687
A1142018,LFSD 02,AVAILABLE,P0989902
A1142019,LOST,IMPOUNDED,P0989245
A1142020,POPUP01,AVAILABLE,P9998456
A1142022,LFD 125,UNAVAILABLE,P0989075
A1142023,DC 02,UNAVAILABLE,P0944456
A1142027,LFD 126,UNAVAILABLE,P0988880
A1142028,INJD 008,UNAVAILABLE,P0989242
A1142029,LOST,IMPOUNDED,P0989250
A1142030,LOST,IMPOUNDED,P0989252
A1142031,LOST,IMPOUNDED,P0989253
A1142033,LOST,IMPOUNDED,P0989256
A1142034,LOST,IMPOUNDED,P0989257
A1142036,LOST,IMPOUNDED,P0989261
A1142037,LOST,IMPOUNDED,P0989262
A1142038,LOST,IMPOUNDED,P0989263
A1142040,LOST,IMPOUNDED,P0989269
A1142041,LOST,IMPOUNDED,P0989270
A1142042,206009-01,IMPOUNDED,P9991213
A1142042,DC 26,IMPOUNDED,P0960358
A1142043,LFD 105,UNAVAILABLE,P0989274
A1142044,AC 009,UNAVAILABLE,P0989278
A1142045,LOST,IMPOUNDED,P0989281
A1142046,VT 07,IMPOUNDED,P0989282
A1142048,NMOMS 3,UNAVAILABLE,P9991579
A1142048,FREEZER,LAB,P0989626
A1142049,FREEZER,LAB,P0989626
A1142049,NMOMS 3,UNAVAILABLE,P9991579
A1142050,NMOMS 3,UNAVAILABLE,P9991579
A1142050,FREEZER,LAB,P0989626
A1142051,FREEZER,LAB,P0989626
A1142051,NMOMS 3,UNAVAILABLE,P9991579
A1142052,NMOMS 3,UNAVAILABLE,P9991579
A1142052,FREEZER,LAB,P0989626
A1142053,FREEZER,LAB,P0989626
A1142053,NMOMS 3,UNAVAILABLE,P9991579
A1142054,NMOMS 3,UNAVAILABLE,P9991579
A1142054,FREEZER,LAB,P0989626
A1142055,FREEZER,LAB,P0989626
A1142055,NMOMS 3,UNAVAILABLE,P9991579
A1142056,AD 069,AVAILABLE,P9991579
A1142056,FOSTER,AVAILABLE,P0975297
A1142056,FOSTER,PENDING,P0883682
A1142057,LOST,IMPOUNDED,P0989289
A1142061,LOST,IMPOUNDED,P0989298
A1142062,186032-01,UNAVAILABLE,P0989288
A1142063,PCD 24,LAB,P9991230
A1142064,LFSD 22,UNAVAILABLE,P0620563
A1142064,LFSD 03,UNAVAILABLE,P0989930
A1142067,FREEZER,UNAVAILABLE,P0989300
A1142068,LFD 098,UNAVAILABLE,P0881062
A1142070,VIP05,UNAVAILABLE,P0989303
A1142071,AC 007,UNAVAILABLE,P0989302
A1142072,LFC 054,UNAVAILABLE,P0989302
A1142073,LFC 042,IMPOUNDED,P0696529
A1142074,LOST,IMPOUNDED,P0989306
A1142075,LOST,IMPOUNDED,P0989307
A1142077,DC 03,UNAVAILABLE,P0989312
A1142078,LOST,IMPOUNDED,P0989315
A1142079,LFSD 10,UNAVAILABLE,P0817840
A1142080,LFD 089,UNAVAILABLE,P0817840
A1142081,LFSD 10,UNAVAILABLE,P0817840
A1142082,FREEZER,UNAVAILABLE,P0990203
A1142083,CC 07,UNAVAILABLE,P0989318
A1142084,CC 06,UNAVAILABLE,P0989318
A1142085,LFC 049,UNAVAILABLE,P0989319
A1142087,LOST,IMPOUNDED,P0989321
A1142088,LOST,IMPOUNDED,P0989322
A1142089,VT 07,IMPOUNDED,P0956327
A1142090,186032-01,UNAVAILABLE,P0858192
A1142091,186032-01,UNAVAILABLE,P0858192
A1142092,LOST,IMPOUNDED,P0989326
A1142093,186034-04,UNAVAILABLE,P9991171
A1142094,186034-04,UNAVAILABLE,P9991171
A1142095,186034-04,UNAVAILABLE,P9991171
A1142096,QD 03,RELEASED FROM QUARANTINE,P0989329
A1142097,186034-04,UNAVAILABLE,P9991171
A1142100,LOST,IMPOUNDED,P0989330
A1142101,QD 10,UNAVAILABLE,P0989333
A1142102,LOST,IMPOUNDED,P0989336
A1142103,VIP07,PENDING,P0886762
A1142103,INJD 007,UNAVAILABLE,P0992193
A1142103,FOSTER,PENDING,P0992193
A1142103,INJD 012,UNAVAILABLE,P0992193
A1142103,INJD 009,UNAVAILABLE,P0992193
A1142104,QD 06,LAB,P0796347
A1142108,LOST,IMPOUNDED,P0989343
A1142109,LFD 091,LAB,P0989344
A1142110,VT 07,UNAVAILABLE,P0989348
A1142111,LOST,IMPOUNDED,P0989357
A1142112,LOST,IMPOUNDED,P0989358
A1142116,LOST,IMPOUNDED,P0989367
A1142117,LOST,IMPOUNDED,P0989368
A1142118,LOST,IMPOUNDED,P0989369
A1142119,LOST,IMPOUNDED,P0989370
A1142120,LOST,IMPOUNDED,P0989371
A1142124,DC 05,UNAVAILABLE,P0953310
A1142125,LOST,IMPOUNDED,P0989387
A1142126,LOST,IMPOUNDED,P0989388
A1142127,VT 07,IMPOUNDED,P0870995
A1142131,LFD 027,UNAVAILABLE,P0870995
A1142132,CC 14,AVAILABLE,P0870995
A1142132,F1,AVAILABLE,P0981948
A1142133,CC 01,UNAVAILABLE,P0870995
A1142134,DC 10,UNAVAILABLE,P0870995
A1142135,DC 23,UNAVAILABLE,P9991782
A1142137,LOST,IMPOUNDED,P0989396
A1142138,LFSD 16,AVAILABLE,P0946066
A1142139,LFD 094,UNAVAILABLE,P0989272
A1142143,LOST,IMPOUNDED,P0989405
A1142144,LOST,IMPOUNDED,P0989406
A1142145,LOST,IMPOUNDED,P0989407
A1142146,FOUND,IMPOUNDED,P0989408
A1142147,LOST,IMPOUNDED,P0989409
A1142148,LFSD 14,UNAVAILABLE,P0985067
A1142150,CC 02,UNAVAILABLE,P0989411
A1142152,AD 035,UNAVAILABLE,P9991171
A1142153,DC 04,UNAVAILABLE,P9991171
A1142154,VIP07,LAB,P0989392
A1142155,DC 16,UNAVAILABLE,P0989279
A1142158,LFD 012,AVAILABLE,P0989413
A1142159,LOST,IMPOUNDED,P0989419
A1142160,LOST,IMPOUNDED,P0989420
A1142161,LFD 137,UNAVAILABLE,P0989415
A1142163,AD 054,AVAILABLE,P0989416
A1142163,LFD 122,AVAILABLE,P0990703
A1142163,LFSD 08,AVAILABLE,P0991714
A1142166,LFD 167,AVAILABLE,P0989429
A1142166,FOSTER,UNAVAILABLE,P0930026
A1142167,LOST,IMPOUNDED,P0989431
A1142168,LOST,IMPOUNDED,P0989432
A1142169,FOUND,IMPOUNDED,P0989433
A1142170,FOUND,IMPOUNDED,P0989434
A1142171,206010-03,IMPOUNDED,P9991574
A1142172,LFSD 13,UNAVAILABLE,P0989439
A1142172,LFD 061,PENDING,P0829543
A1142172,FOSTER,PENDING,P0993772
A1142174,LFC 057,IMPOUNDED,P0989440
A1142175,DC 03,UNAVAILABLE,P0988957
A1142175,LFSD 18,UNAVAILABLE,P0542160
A1142177,LOST,IMPOUNDED,P0989444
A1142178,LFD 104,UNAVAILABLE,P9998477
A1142179,LOST,IMPOUNDED,P0989449
A1142180,FOUND,IMPOUNDED,P0989450
A1142181,QD 16,LAB,P0947770
A1142182,096028-02,UNAVAILABLE,P0989455
A1142183,LOST,IMPOUNDED,P0989461
A1142184,QD 18,UNAVAILABLE,P0989463
A1142187,LOST,IMPOUNDED,P0989464
A1142188,FOUND,IMPOUNDED,P0989465
A1142189,LOST,IMPOUNDED,P0989466
A1142190,LAB 10,LAB,P0989749
A1142191,FOUND,IMPOUNDED,P0989472
A1142192,186037-01,IMPOUNDED,P9998447
A1142195,LOST,IMPOUNDED,P0989479
A1142196,AD 017,EU RISK,P0989377
A1142196,INJD 007,UNAVAILABLE,P0999404
A1142196,INJD 007,UNAVAILABLE,P0999404
A1142196,INJD 007,UNAVAILABLE,P0999404
A1142197,LOST,IMPOUNDED,P0989486
A1142198,LOST,IMPOUNDED,P0989487
A1142201,LOST,IMPOUNDED,P0989495
A1142202,LAB 03,LAB,P0018699
A1142203,CC 03,UNAVAILABLE,P0989499
A1142207,VIP21,UNAVAILABLE,P0970591
A1142208,DC 14,UNAVAILABLE,P0989503
A1142212,FREEZER,IMPOUNDED,P0690911
A1142213,CC 03,AVAILABLE,P0712118
A1142213,PCD 17,IMPOUNDED,P1009686
A1142214,LFD 018,UNAVAILABLE,P9998456
A1142214,PUPS 3,LAB,P0989855
A1142215,LOST,IMPOUNDED,P0989513
A1142216,AC 003,UNAVAILABLE,P0989514
A1142217,PUPS 3,IMPOUNDED,P0623057
A1142218,FOUND,IMPOUNDED,P0989524
A1142219,LOST,IMPOUNDED,P0989525
A1142221,LAB 04,EU RISK,P0984802
A1142222,LFD 138,IMPOUNDED,P0989529
A1142224,AD 086,UNAVAILABLE,P9991782
A1142225,AD 050,UNAVAILABLE,P0955588
A1142227,LAB 04,LAB,P0955588
A1142230,206008-01,IMPOUNDED,P9991780
A1142231,NMOMS 6,LAB,P0988359
A1142232,NMOMS 5,LAB,P0988359
A1142233,NMOMS 5,LAB,P0988359
A1142234,NMOMS 5,LAB,P0988359
A1142235,FREEZER,UNAVAILABLE,P0988359
A1142236,NMOMS 5,LAB,P0988359
A1142237,206009-01,IMPOUNDED,P9991213
A1142238,CC 01,UNAVAILABLE,P0989543
A1142239,AD 066,EU RISK,P0810793
A1142240,LOST,IMPOUNDED,P0989548
A1142242,PCD 14,RELEASED FROM QUARANTINE,P0684121
A1142244,DC 15,RELEASED FROM QUARANTINE,P0834584
A1142245,LOST,IMPOUNDED,P0989560
A1142246,DC 03,UNAVAILABLE,P0989561
A1142247,PCD 21,LAB,P0989569
A1142248,DC 25,UNAVAILABLE,P0989568
A1142249,096028-02,IMPOUNDED,P0989555
A1142250,LOST,IMPOUNDED,P0989575
A1142251,FOUND,IMPOUNDED,P0989579
A1142252,LOST,IMPOUNDED,P0989580
A1142253,LOST,IMPOUNDED,P0989581
A1142254,AD 087,UNAVAILABLE,P9998477
A1142258,LFC 013,LAB,P0989534
A1142259,FOUND,IMPOUNDED,P0989590
A1142260,FOUND,IMPOUNDED,P0989591
A1142261,FOUND,IMPOUNDED,P0989592
A1142262,LOST,IMPOUNDED,P0989593
A1142264,LOST,IMPOUNDED,P0989594
A1142265,LOST,IMPOUNDED,P0989595
A1142266,LOST,IMPOUNDED,P0989596
A1142268,186037-01,IMPOUNDED,P9998447
A1142269,FOUND,IMPOUNDED,P0989599
A1142270,LOST,IMPOUNDED,P0989600
A1142271,DC 25,RELEASED FROM QUARANTINE,P0989602
A1142273,AD 003,UNAVAILABLE,P0804420
A1142274,FREEZER,IMPOUNDED,P0782585
A1142276,DC 23,UNAVAILABLE,P9991579
A1142277,LAB 01,LAB,P0989496
A1142280,AD 035,UNAVAILABLE,P0727218
A1142281,LOST,IMPOUNDED,P0989629
A1142283,LFD 028,UNAVAILABLE,P0989628
A1142284,DC 18,UNAVAILABLE,P0989622
A1142285,LFD 054,IMPOUNDED,P0989628
A1142285,LFD 054,UNAVAILABLE,P0994033
A1142285,INJD 015,UNAVAILABLE,P0994033
A1142285,INJD 016,UNAVAILABLE,P0989906
A1142286,PSDOG 01,AVAILABLE,P0989627
A1142287,AC 013,UNAVAILABLE,P0989627
A1142288,AC 015,AVAILABLE,P0989627
A1142290,DC 02,IMPOUNDED,P0989634
A1142291,FREEZER,IMPOUNDED,P0989636
A1142297,7A,UNAVAILABLE,P9991710
A1142298,AD 059,UNAVAILABLE,P0989641
A1142300,FOUND,IMPOUNDED,P0989646
A1142301,LOST,IMPOUNDED,P0989647
A1142302,DC 18,RELEASED FROM QUARANTINE,P0989639
A1142303,LFD 050,UNAVAILABLE,P0989658
A1142304,PCD 01,LAB,P0966890
A1142305,LAB 03,LAB,P0989661
A1142306,AD 068,AVAILABLE,P0989664
A1142306,FREEZER,UNAVAILABLE,P0992069
A1142310,DC 02,UNAVAILABLE,P0989663
A1142311,K01,AVAILABLE,P0989653
A1142311,VT 01,AVAILABLE,P0942730
A1142311,VT 08,UNAVAILABLE,P0942730
A1142313,AD 042,UNAVAILABLE,P0966890
A1142314,LOST,IMPOUNDED,P0989669
A1142321,LOST,IMPOUNDED,P0989675
A1142326,CC 02,IMPOUNDED,P0988601
A1142327,LOST,IMPOUNDED,P0989686
A1142328,AD 075,AVAILABLE,P0989682
A1142328,F1,UNAVAILABLE,P0992364
A1142330,LAB 03,LAB,P0989656
A1142331,LAB 04,LAB,P0989697
A1142332,206007-01,IMPOUNDED,P0989700
A1142333,AD 013,UNAVAILABLE,P9991776
A1142336,LOST,IMPOUNDED,P0989707
A1142337,LOST,IMPOUNDED,P0989708
A1142338,186032-01,IMPOUNDED,P9991749
A1142341,LOST,IMPOUNDED,P0889016
A1142342,FOUND,IMPOUNDED,P0989711
A1142343,DC 17,UNAVAILABLE,P0989435
A1142344,LFC 003,AVAILABLE,P0037765
A1142345,DC 01,UNAVAILABLE,P0989438
A1142346,LFD 082,UNAVAILABLE,P0989438
A1142349,LOST,IMPOUNDED,P0989714
A1142350,DC 06,AVAILABLE,P0761822
A1142350,AD 056,AVAILABLE,P0990239
A1142351,FOUND,IMPOUNDED,P0989717
A1142352,186035-01,IMPOUNDED,P9998447
A1142355,LFSD 05,UNAVAILABLE,P9991549
A1142356,LOST,IMPOUNDED,P0989729
A1142359,LFD 043,UNAVAILABLE,P9991549
A1142359,LFD 038,AVAILABLE,P0990385
A1142366,LOST,IMPOUNDED,P0989743
A1142367,AD 059,AVAILABLE,P9991770
A1142368,AD 006,UNAVAILABLE,P0989751
A1142369,LOST,IMPOUNDED,P0989753
A1142370,DC 22,IMPOUNDED,P0989757
A1142371,LFD 147,LAB,P0710586
A1142372,LOST,IMPOUNDED,P0989764
A1142377,CC 24,UNAVAILABLE,P0589372
A1142378,VT 01,IMPOUNDED,P0989772
A1142379,VIP07,AVAILABLE,P9991768
A1142379,LAB 01,LAB,P0992569
A1142379,INJD 010,UNAVAILABLE,P0992569
A1142380,AD 060,EU RISK,P0989604
A1142381,LOST,IMPOUNDED,P0989774
A1142384,FREEZER,UNAVAILABLE,P9998471
A1142385,LFSD 18,UNAVAILABLE,P0989778
A1142386,206006-01,IMPOUNDED,P9991549
A1142387,K13,UNAVAILABLE,P0989781
A1142388,K13,UNAVAILABLE,P0989781
A1142389,K13,UNAVAILABLE,P0989781
A1142390,PUPS 2,UNAVAILABLE,P0989781
A1142391,K13,UNAVAILABLE,P0989781
A1142392,K13,UNAVAILABLE,P0989781
A1142393,LFSD 03,AVAILABLE,P0989608
A1142393,VIP06,UNAVAILABLE,P0990361
A1142393,INJD 009,UNAVAILABLE,P0994534
A1142393,INJD 008,UNAVAILABLE,P0994534
A1142393,INJD 012,UNAVAILABLE,P0994534
A1142395,K13,UNAVAILABLE,P0989781
A1142396,LOST,IMPOUNDED,P0989786
A1142397,LOST,IMPOUNDED,P0989787
A1142398,LOST,IMPOUNDED,P0989788
A1142400,VT 07,IMPOUNDED,P0989769
A1142401,INJD 016,UNAVAILABLE,P0780881
A1142404,INJD 016,UNAVAILABLE,P0780881
A1142405,VIP06,AVAILABLE,P0989803
A1142405,FOSTER,UNAVAILABLE,P0691955
A1142406,LFD 058,LAB,P0989741
A1142407,VIP08,AVAILABLE,P0989807
A1142407,FOSTER,UNAVAILABLE,P0529354
A1142407,INJD 012,UNAVAILABLE,P0996466
A1142407,INJD 011,UNAVAILABLE,P0996466
A1142408,VT 07,IMPOUNDED,P0989802
A1142409,SHD 14,UNAVAILABLE,P0989809
A1142410,LOST,IMPOUNDED,P0989812
A1142411,LFD 053,AVAILABLE,P0989814
A1142413,FREEZER,UNAVAILABLE,P0989818
A1142417,INJD 007,IMPOUNDED,P0989823
A1142419,DC 15,UNAVAILABLE,P0989824
A1142420,186032-01,UNAVAILABLE,P0989832
A1142421,CC 20,UNAVAILABLE,P0989836
A1142422,PCD 20,UNAVAILABLE,P9998471
A1142424,LOST,IMPOUNDED,P0989838
A1142425,LOST,IMPOUNDED,P0989839
A1142427,LAB 12,UNAVAILABLE,P0864213
A1142428,LAB 12,UNAVAILABLE,P0864213
A1142429,LAB 12,UNAVAILABLE,P0864213
A1142430,LAB 12,UNAVAILABLE,P0864213
A1142431,LAB 12,UNAVAILABLE,P0864213
A1142432,PCD 12,LAB,P0989244
A1142439,LAB 01,LAB,P0823423
A1142442,FREEZER,IMPOUNDED,P0989866
A1142444,AD 049,UNAVAILABLE,P9991549
A1142445,LFD 078,UNAVAILABLE,P9991549
A1142446,FREEZER,UNAVAILABLE,P0987069
A1142447,LFD 072,UNAVAILABLE,P9991768
A1142447,INJD 009,UNAVAILABLE,P0990046
A1142447,INJD 009,UNAVAILABLE,P0990046
A1142447,INJD 008,UNAVAILABLE,P0990046
A1142448,LOST,IMPOUNDED,P0989873
A1142451,LFSD 17,UNAVAILABLE,P0989880
A1142452,FREEZER,UNAVAILABLE,P0941237
A1142453,LFSD 04,UNAVAILABLE,P0535089
A1142454,LFD 138,PENDING,P0535089
A1142454,FOSTER,AVAILABLE,P0001896
A1142454,F4,PENDING,P0681894
A1142454,FOSTER,PENDING,P0755207
A1142454,FOSTER,AVAILABLE,P0681894
